,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,Isotherm 2 >>,,P/P0,Amount Adsorbed,Fit
Selected(Model1),,C:\Users\pcxtsbl\SAIEUS\Models\Carbons\3E100 C-N2-77-het_.model,,,,,3.874482398,0.109953562,0.049259198,567.578071,297.2884577,,,0.0061509,101.57,101.6313862,,,6.02E-03,3.81E+01,29.91598308
,,,,,,,3.97487006,0.108715721,0.060266783,547.0152179,352.2020365,,,0.00679508,102.006,102.0279524,,,6.80E-03,3.99E+01,32.08277954
Sample(ID2),,002-755-H2_full-SA0-250-800_1 ,,,,,4.077858761,0.103913121,0.071242339,509.6455145,404.6897663,,,0.00798166,102.637,102.7584276,,,7.81E-03,4.19E+01,34.58282466
,,,,,,,4.183515895,0.096358356,0.081841106,460.657295,453.3614959,,,0.00883942,103.068,103.1805671,,,8.89E-03,4.38E+01,36.97212137
Selected(Model2),,C:\Users\pcxtsbl\SAIEUS\Models\Carbons\3E150 C-H2 -77-het .model,,,,,4.291910601,0.086890225,0.091784211,404.902308,497.2507623,,,0.00995092,103.577,103.7077425,,,1.00E-02,4.56E+01,39.18745086
,,,,,,,4.403113809,0.076277751,0.100861314,346.4718564,535.7795441,,,0.0191337,106.094,106.2974615,,,2.00E-02,5.66E+01,52.39775241
Lambda,,4,,,,,4.517198286,0.065226878,0.108931378,288.7935112,568.7264009,,,0.0292531,107.765,107.9630709,,,2.96E-02,6.31E+01,60.03060431
,,,,,,,4.634238687,0.05437242,0.115922975,234.6552417,596.1905445,,,0.0391247,108.991,109.0394751,,,3.84E-02,6.76E+01,65.11549707
St Dev of Fit,,3.366668018,,,,,4.7543116,0.044195132,0.121829376,185.9160079,618.5140211,,,0.0477327,109.892,109.8755552,,,5.11E-02,7.25E+01,70.66225585
,,,,,,,4.877495596,0.035050575,0.126695587,143.7236571,636.2184755,,,0.057617,110.779,110.7845408,,,5.74E-02,7.47E+01,72.92154219
,,,,,,,5.003871284,0.027229883,0.130614009,108.8352675,649.9726073,,,0.0693021,111.719,111.5116385,,,7.00E-02,7.81E+01,76.71884138
,,,,,,,5.13352136,0.020828827,0.133712215,81.14830027,660.4934906,,,0.0798321,112.473,112.2061441,,,8.00E-02,8.05E+01,79.27195033
,,,,,,,5.266530664,0.015862189,0.136134974,60.23771812,668.5056676,,,0.0898257,113.135,112.9030227,,,8.97E-02,8.25E+01,81.41885816
,,,,,,,5.402986233,0.012300048,0.138040144,45.53055544,674.7185654,,,0.0999203,113.768,113.6069441,,,9.96E-02,8.44E+01,83.40493601
,,,,,,,5.542977359,0.009994311,0.139586267,36.06116635,679.7668087,,,0.144035,116.049,115.8092475,,,1.49E-01,9.15E+01,90.97926401
,,,,,,,5.686595649,0.008784232,0.140922192,30.89452056,684.2038269,,,0.197883,118.467,118.337886,,,2.01E-01,9.66E+01,96.46780882
,,,,,,,5.833935082,0.008495292,0.142185007,29.12371227,688.4948982,,,0.249738,120.607,120.4842742,,,2.52E-01,1.01E+02,100.787383
,,,,,,,5.985092074,0.008929064,0.143494153,29.83768336,693.0050726,,,0.30009,122.59,122.5827933,,,3.03E-01,1.04E+02,104.1882265
,,,,,,,6.140165536,0.009900531,0.144948646,32.248417,698.0059463,,,0.34967,124.495,124.5516195,,,3.53E-01,1.06E+02,107.0407923
,,,,,,,6.299256944,0.011238552,0.146626844,35.68215022,703.6826698,,,0.399394,126.364,126.2768798,,,4.01E-01,1.08E+02,109.4311515
,,,,,,,6.462470404,0.012785647,0.148586084,39.56891444,710.1408493,,,0.449253,128.204,128.1458059,,,4.51E-01,1.10E+02,111.6681437
,,,,,,,6.629912717,0.014400349,0.150862644,43.44053768,717.4146334,,,0.499015,130.021,129.9567271,,,5.01E-01,1.12E+02,113.6653809
,,,,,,,6.801693452,0.015964095,0.153472729,46.94153041,725.478284,,,0.549063,131.849,131.7115443,,,5.51E-01,1.14E+02,115.4402888
,,,,,,,6.977925018,0.017373421,0.156413797,49.79537964,734.2538017,,,0.599133,133.676,133.6362922,,,6.01E-01,1.15E+02,117.1149448
,,,,,,,7.158722737,0.018543455,0.159665153,51.80660337,743.6203174,,,0.649167,135.513,135.4653984,,,6.49E-01,1.16E+02,118.5865694
,,,,,,,7.344204916,0.019420167,0.163191178,52.88568881,753.4296702,,,0.699226,137.377,137.3031256,,,7.00E-01,1.17E+02,119.9954066
,,,,,,,7.534492929,0.019959932,0.166943813,52.98281516,763.5116649,,,0.749198,139.29,139.3829785,,,7.49E-01,1.19E+02,121.2978172
,,,,,,,7.729711297,0.020144494,0.170864154,52.12224141,773.6868837,,,0.755538,139.629,139.7584541,,,8.01E-01,1.20E+02,122.5688797
,,,,,,,7.929987763,0.019985,0.174888215,50.40360951,783.7815405,,,0.760802,139.907,139.9682957,,,9.85E-01,1.23E+02,126.5239844
,,,,,,,8.135453383,0.019496828,0.178949479,47.93052683,793.629616,,,0.765471,140.157,140.1706468,,,9.95E-01,1.23E+02,126.7311143
,,,,,,,8.346242609,0.018722309,0.182981734,44.86404146,803.0864725,,,0.770678,140.425,140.3774677,,,,,
,,,,,,,8.562493373,0.01771894,0.186925125,41.38733824,812.0365161,,,0.775989,140.688,140.7356678,,,,,
,,,,,,,8.784347185,0.016540511,0.190727608,37.65905662,820.3913213,,,0.781278,140.95,140.9409289,,,,,
,,,,,,,9.011949219,0.015239585,0.194345426,33.82084032,828.0890134,,,0.786656,141.216,141.1501702,,,,,
,,,,,,,9.245448412,0.013865201,0.197743694,29.99357123,835.092488,,,0.792017,141.478,141.3568958,,,,,
,,,,,,,9.484997557,0.012459633,0.200896297,26.2722947,841.3859938,,,0.797252,141.728,141.7051167,,,,,
,,,,,,,9.730753411,0.011055587,0.203784726,22.72298185,846.9702996,,,0.80238,141.977,141.9034595,,,,,
,,,,,,,9.982876787,0.009681774,0.20639726,19.39676113,851.8606765,,,0.807649,142.235,142.2414136,,,,,
,,,,,,,10.24153267,0.008362162,0.208728732,16.32990334,856.084502,,,0.81289,142.489,142.4339893,,,,,
,,,,,,,10.50689031,0.007115987,0.210779829,13.54537163,859.6788699,,,0.818246,142.745,142.7581515,,,,,
,,,,,,,10.77912336,0.005960066,0.212556813,11.05853605,862.6893689,,,0.823637,142.996,142.9463926,,,,,
,,,,,,,11.05840995,0.004907022,0.214071189,8.874732899,865.1679628,,,0.828854,143.247,143.2577461,,,,,
,,,,,,,11.34493285,0.003966555,0.215339062,6.992645936,867.171516,,,0.834055,143.495,143.5592695,,,,,
,,,,,,,11.63887954,0.003145886,0.216380921,5.40582361,868.7605399,,,0.839423,143.764,143.7346177,,,,,
,,,,,,,11.94044238,0.002445813,0.217220578,4.096687831,869.9959487,,,0.844606,144.016,144.0159848,,,,,
,,,,,,,12.24981869,0.001865109,0.217883986,3.045120994,870.938037,,,0.849851,144.273,144.2883643,,,,,
,,,,,,,12.56721094,0.001399784,0.218398862,2.227676667,871.6450843,,,0.855103,144.542,144.5524673,,,,,
,,,,,,,12.8928268,0.001040534,0.218793169,1.614129304,872.1706704,,,0.860272,144.8,144.8084877,,,,,
,,,,,,,13.22687935,0.000777808,0.219094142,1.176102675,872.5635505,,,0.86565,145.077,145.0663565,,,,,
,,,,,,,13.56958719,0.00060013,0.219327892,0.884521536,872.866683,,,0.871049,145.358,145.3173366,,,,,
,,,,,,,13.92117457,0.000494156,0.219518268,0.709934194,873.1162869,,,0.876735,145.628,145.6603999,,,,,
,,,,,,,14.28187157,0.000447363,0.21968644,0.626476447,873.3422551,,,0.881916,145.898,145.8966376,,,,,
,,,,,,,14.65191421,0.000447413,0.219850735,0.610723519,873.5682488,,,0.887341,146.194,146.2237097,,,,,
,,,,,,,15.03154464,0.000482561,0.220026352,0.642064159,873.8119959,,,0.892711,146.477,146.4526717,,,,,
,,,,,,,15.42101127,0.000542227,0.22022532,0.703231638,874.0858812,,,0.897915,146.769,146.7630937,,,,,
,,,,,,,15.82056897,0.000617432,0.22045668,0.780543829,874.3977535,,,0.903176,147.065,147.0697824,,,,,
,,,,,,,16.23047919,0.000700182,0.220726674,0.862798597,874.7514234,,,0.908391,147.377,147.3720007,,,,,
,,,,,,,16.65101016,0.000783952,0.221038861,0.941627464,875.1474069,,,0.91363,147.701,147.6704677,,,,,
,,,,,,,17.08243707,0.000864237,0.22139467,1.011843289,875.5839434,,,0.918888,148.034,148.0494592,,,,,
,,,,,,,17.52504224,0.000937199,0.22179373,1.069554235,876.0573336,,,0.92397,148.377,148.349581,,,,,
,,,,,,,17.97911528,0.001000826,0.222234157,1.113321145,876.5628627,,,0.929202,148.775,148.7392356,,,,,
,,,,,,,18.44495334,0.001054704,0.222713367,1.143623918,877.0956063,,,0.934354,149.18,149.2161006,,,,,
,,,,,,,18.92286123,0.00109866,0.223228355,1.161198362,877.6505521,,,0.939473,149.618,149.6168568,,,,,
,,,,,,,19.4131517,0.001133472,0.223775937,1.167736011,878.223082,,,0.944487,150.102,150.1397776,,,,,
,,,,,,,19.91614558,0.001160308,0.224353155,1.165192938,878.8091669,,,0.949468,150.657,150.6770861,,,,,
,,,,,,,20.432172,0.001180315,0.224957355,1.155349666,879.4053578,,,0.954253,151.27,151.2979097,,,,,
,,,,,,,20.96156864,0.001194785,0.225586272,1.139976814,880.0088577,,,0.95888,151.973,151.8692815,,,,,
,,,,,,,21.50468193,0.001204952,0.226238117,1.120641932,880.6174933,,,,,,,,,,
,,,,,,,22.06186725,0.001211857,0.226911563,1.098598324,881.2296161,,,,,,,,,,
,,,,,,,22.63348922,0.001216293,0.22760566,1.074772792,881.8439799,,,,,,,,,,
,,,,,,,23.2199219,0.001218965,0.228319792,1.049930722,882.4596935,,,,,,,,,,
,,,,,,,23.82154901,0.001220381,0.229053636,1.024602369,883.0761221,,,,,,,,,,
,,,,,,,24.43876426,0.001220884,0.229807068,0.999137626,883.6928051,,,,,,,,,,
,,,,,,,25.07197152,0.001220761,0.230580131,0.973805387,884.3094257,,,,,,,,,,
,,,,,,,25.72158516,0.001220084,0.231372963,0.948685048,884.9257045,,,,,,,,,,
,,,,,,,26.38803025,0.001218843,0.232185699,0.923784562,885.5413562,,,,,,,,,,
,,,,,,,27.07174291,0.001216938,0.23301843,0.899046647,886.1560457,,,,,,,,,,
,,,,,,,27.77317053,0.001213996,0.23387106,0.874222201,886.7692493,,,,,,,,,,
,,,,,,,28.49277211,0.001209625,0.234743172,0.849075033,887.3802451,,,,,,,,,,
,,,,,,,29.23101853,0.001203395,0.235633994,0.823368186,887.9880937,,,,,,,,,,
,,,,,,,29.98839289,0.001194798,0.236542309,0.796840462,888.5916002,,,,,,,,,,
,,,,,,,30.76539078,0.001183384,0.237466406,0.769295818,889.1893414,,,,,,,,,,
,,,,,,,31.56252065,0.001168862,0.238404117,0.740664385,889.7797471,,,,,,,,,,
,,,,,,,32.38030411,0.001151062,0.239352912,0.710964149,890.3611619,,,,,,,,,,
,,,,,,,33.21927631,0.001129879,0.240309932,0.680254948,890.9318769,,,,,,,,,,
,,,,,,,34.07998624,0.001105427,0.24127209,0.648725224,891.4902411,,,,,,,,,,
,,,,,,,34.96299713,0.001077898,0.242236208,0.616593702,892.0347001,,,,,,,,,,
,,,,,,,35.86888679,0.001047531,0.243199052,0.584089139,892.5638204,,,,,,,,,,
,,,,,,,36.798248,0.001014709,0.244157445,0.551498754,893.0763619,,,,,,,,,,
,,,,,,,37.75168893,0.000979817,0.245108355,0.519085341,893.5712791,,,,,,,,,,
,,,,,,,38.72983346,0.000943307,0.246048935,0.487121728,894.0477546,,,,,,,,,,
,,,,,,,39.73332168,0.000905724,0.246976663,0.455901533,894.5052464,,,,,,,,,,
,,,,,,,40.76281023,0.000867582,0.247889404,0.425673377,894.9434723,,,,,,,,,,
,,,,,,,41.81897278,0.000829428,0.248785454,0.396675241,895.3624258,,,,,,,,,,
,,,,,,,42.90250045,0.00079181,0.249663623,0.369120565,895.7623781,,,,,,,,,,
,,,,,,,44.01410227,0.000755212,0.250523259,0.343168277,896.1438446,,,,,,,,,,
,,,,,,,45.15450565,0.000719995,0.251364193,0.318902631,896.5075223,,,,,,,,,,
,,,,,,,46.32445683,0.000686453,0.25218667,0.296367436,896.8542577,,,,,,,,,,
,,,,,,,47.52472139,0.00065482,0.252991332,0.275570253,897.1850149,,,,,,,,,,
,,,,,,,48.75608475,0.000625223,0.253779139,0.256469726,897.5008223,,,,,,,,,,
,,,,,,,50.01935267,0.000597758,0.254551313,0.239010744,897.8027569,,,,,,,,,,
,,,,,,,51.31535182,0.000572458,0.255309311,0.223113553,898.0919119,,,,,,,,,,
,,,,,,,52.64493024,0.000549284,0.256054733,0.208675034,898.3693617,,,,,,,,,,
,,,,,,,54.00895797,0.000528188,0.256789291,0.195592702,898.6361556,,,,,,,,,,
,,,,,,,55.4083276,0.000509047,0.257514753,0.183743766,898.893281,,,,,,,,,,
,,,,,,,56.84395484,0.0004917,0.258232845,0.173000102,899.1416447,,,,,,,,,,
,,,,,,,58.31677911,0.000475975,0.258945219,0.163237639,899.3820651,,,,,,,,,,
,,,,,,,59.82776419,0.000461594,0.259653348,0.154307564,899.6152215,,,,,,,,,,
,,,,,,,61.37789883,0.000448271,0.260358392,0.146069236,899.8416485,,,,,,,,,,
,,,,,,,62.96819738,0.000435681,0.261061155,0.138381217,900.0617159,,,,,,,,,,
,,,,,,,64.5997005,0.000423385,0.261761885,0.131079557,900.2755726,,,,,,,,,,
,,,,,,,66.27347578,0.000410969,0.262460145,0.12402228,900.4831581,,,,,,,,,,
,,,,,,,67.99061851,0.000398073,0.263154811,0.117096521,900.6842295,,,,,,,,,,
,,,,,,,69.75225233,0.000384387,0.263844101,0.110214968,900.8783879,,,,,,,,,,
,,,,,,,71.55953,0.000369663,0.264525597,0.103316337,901.0651092,,,,,,,,,,
,,,,,,,73.41363415,0.000353948,0.265196499,0.096425719,901.2438925,,,,,,,,,,
,,,,,,,75.31577806,0.000337434,0.265854098,0.089605258,901.4143346,,,,,,,,,,
,,,,,,,77.26720642,0.000320336,0.266495893,0.082916321,901.5761399,,,,,,,,,,
,,,,,,,79.26919621,0.000302987,0.267119774,0.076445111,901.7291822,,,,,,,,,,
,,,,,,,81.32305746,0.000285731,0.267724227,0.070270534,901.8735082,,,,,,,,,,
,,,,,,,83.43013416,0.000268854,0.268308341,0.064450032,902.0093093,,,,,,,,,,
,,,,,,,85.59180513,0.000252572,0.268871716,0.059017729,902.1368862,,,,,,,,,,
,,,,,,,87.80948488,0.00023707,0.269414419,0.053996501,902.2566332,,,,,,,,,,
,,,,,,,90.08462462,0.000222457,0.269936919,0.049388373,902.3689986,,,,,,,,,,
,,,,,,,92.41871313,0.000208767,0.270439926,0.045178601,902.4744495,,,,,,,,,,
,,,,,,,94.81327776,0.000196026,0.270924324,0.041349877,902.5734644,,,,,,,,,,
,,,,,,,97.26988546,0.000184213,0.271391125,0.037876713,902.6665127,,,,,,,,,,
,,,,,,,99.79014374,0.000173291,0.271841385,0.034731103,902.754044,,,,,,,,,,
,,,,,,,102.3757018,0.000163221,0.272276186,0.031886609,902.8364887,,,,,,,,,,
,,,,,,,105.0282516,0.000153959,0.272696626,0.029317545,902.9142549,,,,,,,,,,
,,,,,,,107.7495288,0.000145461,0.273103811,0.026999917,902.9877292,,,,,,,,,,
,,,,,,,110.5413141,0.000137681,0.273498841,0.024910411,903.0572737,,,,,,,,,,
,,,,,,,113.4054345,0.000130562,0.273882787,0.023025626,903.1232219,,,,,,,,,,
,,,,,,,116.3437641,0.000124046,0.274256666,0.021324117,903.1858792,,,,,,,,,,
,,,,,,,119.3582258,0.000118077,0.274621434,0.019785231,903.245521,,,,,,,,,,
,,,,,,,122.4507919,0.00011259,0.274977956,0.018389348,903.3023913,,,,,,,,,,
,,,,,,,125.6234864,0.000107529,0.275327,0.0171193,903.3567056,,,,,,,,,,
,,,,,,,128.8783851,0.000102858,0.27566926,0.015961984,903.4086602,,,,,,,,,,
,,,,,,,132.2176182,9.85E-05,0.276005399,0.014906532,903.4584366,,,,,,,,,,
,,,,,,,135.6433707,9.46E-05,0.276336055,0.013943431,903.5062033,,,,,,,,,,
,,,,,,,139.1578842,9.09E-05,0.276661859,0.013065146,903.552121,,,,,,,,,,
,,,,,,,142.7634586,8.75E-05,0.27698346,0.012264927,903.5963431,,,,,,,,,,
,,,,,,,146.4624533,8.45E-05,0.277301527,0.011537096,903.6390187,,,,,,,,,,
,,,,,,,150.2572888,8.17E-05,0.277616776,0.010877232,903.680296,,,,,,,,,,
,,,,,,,154.1504482,7.92E-05,0.277929985,0.010281084,903.7203219,,,,,,,,,,
,,,,,,,158.1444793,7.70E-05,0.278241987,0.009744027,903.7592399,,,,,,,,,,
,,,,,,,162.2419955,7.51E-05,0.278553651,0.009261282,903.7971881,,,,,,,,,,
,,,,,,,166.4456782,7.35E-05,0.27886588,0.008828243,903.8342993,,,,,,,,,,
,,,,,,,170.7582781,7.21E-05,0.279179589,0.008439872,903.8706971,,,,,,,,,,
,,,,,,,175.1826173,7.09E-05,0.279495686,0.008091286,903.9064956,,,,,,,,,,
,,,,,,,179.7215909,6.99E-05,0.279815058,0.007776943,903.941795,,,,,,,,,,
,,,,,,,184.3781691,6.90E-05,0.280138456,0.007488734,903.9766669,,,,,,,,,,
,,,,,,,189.1553991,6.83E-05,0.280466419,0.007219184,904.0111546,,,,,,,,,,
,,,,,,,194.0564068,6.75E-05,0.280799242,0.00696116,904.0452713,,,,,,,,,,
,,,,,,,199.0843995,6.68E-05,0.281136922,0.006707563,904.0789968,,,,,,,,,,
,,,,,,,204.2426671,6.59E-05,0.281479123,0.006452506,904.1122806,,,,,,,,,,
,,,,,,,209.5345853,6.49E-05,0.281825163,0.006190877,904.1450422,,,,,,,,,,
,,,,,,,214.9636168,6.36E-05,0.282173997,0.005918402,904.1771734,,,,,,,,,,
,,,,,,,220.5333143,6.21E-05,0.282524205,0.005632044,904.2085422,,,,,,,,,,
,,,,,,,226.2473224,6.03E-05,0.282874042,0.005330774,904.2390023,,,,,,,,,,
,,,,,,,232.1093802,5.82E-05,0.283221495,0.005014466,904.2683974,,,,,,,,,,
,,,,,,,238.1233236,5.58E-05,0.283564307,0.004684055,904.296567,,,,,,,,,,
,,,,,,,244.2930881,5.30E-05,0.283900088,0.004342411,904.3233586,,,,,,,,,,
,,,,,,,250.6227108,5.00E-05,0.284226393,0.003992498,904.3486297,,,,,,,,,,
,,,,,,,257.1163338,4.68E-05,0.284540784,0.003638793,904.3722586,,,,,,,,,,
,,,,,,,263.7782063,4.34E-05,0.284841051,0.003287389,904.3941588,,,,,,,,,,
,,,,,,,270.6126875,3.98E-05,0.285125306,0.002943561,904.4142765,,,,,,,,,,
,,,,,,,277.6242499,3.63E-05,0.285392006,0.002612206,904.4325921,,,,,,,,,,
,,,,,,,284.8174815,3.27E-05,0.285640015,0.002297629,904.4491195,,,,,,,,,,
,,,,,,,292.1970894,2.93E-05,0.285868607,0.002003103,904.4639016,,,,,,,,,,
,,,,,,,299.7679027,2.59E-05,0.286077422,0.001730427,904.4770024,,,,,,,,,,
,,,,,,,307.5348753,2.28E-05,0.286266397,0.001480662,904.4885026,,,,,,,,,,
,,,,,,,315.5030899,1.98E-05,0.286435758,0.001254301,904.4984972,,,,,,,,,,
,,,,,,,323.6777605,1.70E-05,0.286585971,0.001051146,904.5070899,,,,,,,,,,
,,,,,,,332.0642365,1.45E-05,0.286717723,0.000870741,904.5143924,,,,,,,,,,
,,,,,,,340.6680057,1.21E-05,0.286831897,0.000712236,904.5205203,,,,,,,,,,
,,,,,,,349.4946981,1.00E-05,0.28692953,0.000574427,904.5255906,,,,,,,,,,
,,,,,,,358.5500898,8.18E-06,0.287011787,0.000456067,904.5297205,,,,,,,,,,
,,,,,,,367.8401062,6.54E-06,0.287079946,0.000355666,904.5330246,,,,,,,,,,
,,,,,,,377.3708266,5.13E-06,0.287135345,0.00027166,904.5356137,,,,,,,,,,
,,,,,,,387.1484874,3.92E-06,0.287179379,0.000202528,904.537594,,,,,,,,,,
,,,,,,,397.1794871,2.91E-06,0.287213467,0.000146637,904.5390649,,,,,,,,,,
,,,,,,,407.4703894,2.09E-06,0.287239019,0.000102433,904.540119,,,,,,,,,,
,,,,,,,418.0279286,1.43E-06,0.287257429,6.84E-05,904.5408412,,,,,,,,,,
,,,,,,,428.8590131,9.22E-07,0.287270028,4.30E-05,904.541307,,,,,,,,,,
,,,,,,,439.9707305,5.46E-07,0.287278063,2.48E-05,904.5415829,,,,,,,,,,
,,,,,,,451.370352,2.84E-07,0.287282689,1.26E-05,904.5417264,,,,,,,,,,
,,,,,,,463.0653372,1.19E-07,0.287284958,5.15E-06,904.5417867,,,,,,,,,,
,,,,,,,475.063339,3.45E-08,0.287285808,1.45E-06,904.5418041,,,,,,,,,,
,,,,,,,487.3722084,4.20E-09,0.287286004,1.72E-07,904.5418062,,,,,,,,,,
