,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,Isotherm 2 >>,,P/P0,Amount Adsorbed,Fit
,,,,,,,7.929987763,0.069104564,0.338102759,174.2866841,1288.680597,,,3.49E-03,2.28E+02,229.4842254,,,,,
,,,,,,,8.135453383,0.062877245,0.351664674,154.5758846,1320.440627,,,3.69E-03,2.29E+02,230.1960554,,,,,
,,,,,,,8.346242609,0.056417093,0.364237033,135.1915971,1348.937559,,,3.90E-03,2.29E+02,230.8805557,,,,,
,,,,,,,8.562493373,0.049922994,0.375731028,116.608544,1374.154246,,,2.31E-02,2.52E+02,251.146378,,,,,
,,,,,,,8.784347185,0.043572283,0.386095077,99.20437274,1396.163114,,,4.41E-02,2.59E+02,258.4244336,,,,,
,,,,,,,9.011949219,0.037509576,0.395312638,83.24409015,1415.109638,,,6.67E-02,2.64E+02,262.7742465,,,,,
,,,,,,,9.245448412,0.03185972,0.403399501,68.91979337,1431.202354,,,8.55E-02,2.66E+02,265.1648096,,,,,
,,,,,,,9.484997557,0.026720085,0.410402461,56.34178672,1444.698981,,,1.13E-01,2.68E+02,268.2026771,,,,,
,,,,,,,9.730753411,0.022142977,0.416392298,45.51133121,1455.883657,,,1.36E-01,2.70E+02,269.8543886,,,,,
,,,,,,,9.982876787,0.018168023,0.421458858,36.39837151,1465.060538,,,1.58E-01,2.71E+02,271.1629555,,,,,
,,,,,,,10.24153267,0.014803888,0.425708267,28.90951704,1472.538154,,,1.78E-01,2.72E+02,272.1831609,,,,,
,,,,,,,10.50689031,0.012026523,0.429253832,22.89263985,1478.612891,,,2.00E-01,2.73E+02,273.1072193,,,,,
,,,,,,,10.77912336,0.00980771,0.432212342,18.19760165,1483.56688,,,2.21E-01,2.74E+02,273.8936715,,,,,
,,,,,,,11.05840995,0.008090889,0.434699895,14.63300559,1487.653682,,,2.44E-01,2.75E+02,274.6299856,,,,,
,,,,,,,11.34493285,0.006805788,0.436823723,11.99793521,1491.091365,,,2.65E-01,2.75E+02,275.2773794,,,,,
,,,,,,,11.63887954,0.005885171,0.438680318,10.11295088,1494.064034,,,2.88E-01,2.76E+02,275.9154795,,,,,
,,,,,,,11.94044238,0.005257692,0.440353569,8.806527585,1496.719755,,,3.09E-01,2.76E+02,276.4756204,,,,,
,,,,,,,12.24981869,0.004855226,0.441912681,7.927017712,1499.172186,,,3.31E-01,2.77E+02,277.0227981,,,,,
,,,,,,,12.56721094,0.004617891,0.443412186,7.349110103,1501.504737,,,3.54E-01,2.78E+02,277.5394041,,,,,
,,,,,,,12.8928268,0.004496219,0.444893436,6.974760029,1503.77583,,,3.75E-01,2.78E+02,278.0389188,,,,,
,,,,,,,13.22687935,0.004445963,0.446385558,6.722618502,1506.021537,,,3.97E-01,2.79E+02,278.4984735,,,,,
,,,,,,,13.56958719,0.004431094,0.447906076,6.530920073,1508.259735,,,4.19E-01,2.79E+02,278.9758488,,,,,
,,,,,,,13.92117457,0.004423406,0.44946281,6.354932408,1510.494049,,,4.41E-01,2.79E+02,279.4082414,,,,,
,,,,,,,14.28187157,0.004398398,0.451054601,6.159413844,1512.715731,,,4.63E-01,2.80E+02,279.8593553,,,,,
,,,,,,,14.65191421,0.004341098,0.452672699,5.925640025,1514.908471,,,4.85E-01,2.80E+02,280.260782,,,,,
,,,,,,,15.03154464,0.00424191,0.45430327,5.644010367,1517.051109,,,5.08E-01,2.81E+02,280.6974648,,,,,
,,,,,,,15.42101127,0.004094226,0.455928049,5.309932455,1519.11915,,,5.29E-01,2.81E+02,281.1031704,,,,,
,,,,,,,15.82056897,0.003899837,0.45752642,4.930083818,1521.089003,,,5.51E-01,2.82E+02,281.4672934,,,,,
,,,,,,,16.23047919,0.003662477,0.459077551,4.513085506,1522.938963,,,5.73E-01,2.82E+02,281.8757799,,,,,
,,,,,,,16.65101016,0.003388007,0.46056091,4.06943108,1524.650285,,,5.95E-01,2.82E+02,282.2836092,,,,,
,,,,,,,17.08243707,0.003086289,0.461958028,3.61340619,1526.209205,,,6.17E-01,2.83E+02,282.690967,,,,,
,,,,,,,17.52504224,0.002766908,0.463253532,3.157661623,1527.606803,,,6.39E-01,2.83E+02,283.1373462,,,,,
,,,,,,,17.97911528,0.002439918,0.46443544,2.71416889,1528.839234,,,6.61E-01,2.84E+02,283.530784,,,,,
,,,,,,,18.44495334,0.002115708,0.465495912,2.29407793,1529.907902,,,6.83E-01,2.84E+02,283.9319898,,,,,
,,,,,,,18.92286123,0.001803559,0.466431479,1.906221862,1530.818901,,,7.05E-01,2.84E+02,284.4094149,,,,,
,,,,,,,19.4131517,0.001510546,0.467242705,1.556208638,1531.581895,,,7.27E-01,2.85E+02,284.8553147,,,,,
,,,,,,,19.91614558,0.001242394,0.46793362,1.2476247,1532.209443,,,7.49E-01,2.85E+02,285.3225605,,,,,
,,,,,,,20.432172,0.001003576,0.468511535,0.982348469,1532.716361,,,7.72E-01,2.86E+02,285.8952322,,,,,
,,,,,,,20.96156864,0.000795827,0.468986206,0.759319677,1533.118342,,,7.94E-01,2.86E+02,286.4463255,,,,,
,,,,,,,21.50468193,0.000620102,0.469369041,0.576713618,1533.431563,,,8.16E-01,2.87E+02,287.1002639,,,,,
,,,,,,,22.06186725,0.000476077,0.469672834,0.431583771,1533.672035,,,8.38E-01,2.88E+02,287.8870381,,,,,
,,,,,,,22.63348922,0.000361505,0.469910738,0.3194422,1533.854635,,,8.60E-01,2.89E+02,288.7197406,,,,,
,,,,,,,23.2199219,0.000274022,0.470095714,0.236022944,1533.993047,,,8.82E-01,2.90E+02,289.7545496,,,,,
,,,,,,,23.82154901,0.000210492,0.470240275,0.176723973,1534.099369,,,9.04E-01,2.91E+02,291.1362972,,,,,
,,,,,,,24.43876426,0.000167217,0.470355831,0.1368458,1534.183832,,,9.26E-01,2.93E+02,292.7692256,,,,,
,,,,,,,25.07197152,0.00014072,0.470452496,0.11225266,1534.254911,,,9.47E-01,2.95E+02,294.7158057,,,,,
,,,,,,,25.72158516,0.000127515,0.470538975,0.099150533,1534.319321,,,9.68E-01,2.98E+02,298.7255948,,,,,
,,,,,,,26.38803025,0.000124289,0.470622411,0.094200725,1534.3821,,,9.86E-01,3.03E+02,303.0515013,,,,,
,,,,,,,27.07174291,0.000128088,0.470708366,0.094628725,1534.446799,,,,,,,,,,
,,,,,,,27.77317053,0.000136476,0.470800962,0.098279303,1534.515735,,,,,,,,,,
,,,,,,,28.49277211,0.000147289,0.470902993,0.103386864,1534.590132,,,,,,,,,,
,,,,,,,29.23101853,0.00015882,0.471015996,0.108665047,1534.670354,,,,,,,,,,
,,,,,,,29.98839289,0.000169918,0.471140563,0.113322197,1534.756181,,,,,,,,,,
,,,,,,,30.76539078,0.0001796,0.471276484,0.116754853,1534.846899,,,,,,,,,,
,,,,,,,31.56252065,0.000187318,0.471422876,0.11869631,1534.941516,,,,,,,,,,
,,,,,,,32.38030411,0.000192836,0.471578484,0.119106716,1535.038919,,,,,,,,,,
,,,,,,,33.21927631,0.000195999,0.471741765,0.118002918,1535.13792,,,,,,,,,,
,,,,,,,34.07998624,0.000196928,0.471911017,0.115568384,1535.237391,,,,,,,,,,
,,,,,,,34.96299713,0.00019584,0.472084565,0.112026777,1535.336312,,,,,,,,,,
,,,,,,,35.86888679,0.000192977,0.472260793,0.107601474,1535.433787,,,,,,,,,,
,,,,,,,36.798248,0.000188693,0.472438236,0.102555663,1535.529098,,,,,,,,,,
,,,,,,,37.75168893,0.000183334,0.47261565,0.09712601,1535.621702,,,,,,,,,,
,,,,,,,38.72983346,0.000177236,0.472792028,0.091524262,1535.711226,,,,,,,,,,
,,,,,,,39.73332168,0.00017074,0.472966629,0.085942897,1535.797469,,,,,,,,,,
,,,,,,,40.76281023,0.000164155,0.473138994,0.08054145,1535.880386,,,,,,,,,,
,,,,,,,41.81897278,0.000157754,0.473308947,0.07544606,1535.960069,,,,,,,,,,
,,,,,,,42.90250045,0.000151778,0.473476578,0.070754896,1536.036734,,,,,,,,,,
,,,,,,,44.01410227,0.000146433,0.473642245,0.066539056,1536.110699,,,,,,,,,,
,,,,,,,45.15450565,0.000141841,0.473806533,0.062824903,1536.182344,,,,,,,,,,
,,,,,,,46.32445683,0.000138092,0.473970192,0.059619542,1536.252096,,,,,,,,,,
,,,,,,,47.52472139,0.000135228,0.474134126,0.056908414,1536.320401,,,,,,,,,,
,,,,,,,48.75608475,0.000133198,0.474299303,0.054638591,1536.387681,,,,,,,,,,
,,,,,,,50.01935267,0.000131941,0.474466693,0.05275585,1536.454326,,,,,,,,,,
,,,,,,,51.31535182,0.00013136,0.474637244,0.051197277,1536.520678,,,,,,,,,,
,,,,,,,52.64493024,0.000131325,0.474811821,0.049890838,1536.587012,,,,,,,,,,
,,,,,,,54.00895797,0.00013171,0.474991175,0.048773465,1536.65354,,,,,,,,,,
,,,,,,,55.4083276,0.000132397,0.47517594,0.047789739,1536.720415,,,,,,,,,,
,,,,,,,56.84395484,0.000133276,0.47536663,0.046891824,1536.787735,,,,,,,,,,
,,,,,,,58.31677911,0.000134243,0.475563633,0.046039278,1536.855542,,,,,,,,,,
,,,,,,,59.82776419,0.000135201,0.475767206,0.045196832,1536.923834,,,,,,,,,,
,,,,,,,61.37789883,0.00013606,0.475977473,0.044335217,1536.99256,,,,,,,,,,
,,,,,,,62.96819738,0.000136752,0.476194426,0.043435272,1537.061635,,,,,,,,,,
,,,,,,,64.5997005,0.000137246,0.476417971,0.042491365,1537.13096,,,,,,,,,,
,,,,,,,66.27347578,0.000137521,0.476647954,0.041501072,1537.200423,,,,,,,,,,
,,,,,,,67.99061851,0.000137569,0.47688417,0.040466945,1537.269911,,,,,,,,,,
,,,,,,,69.75225233,0.000137398,0.477126396,0.039395871,1537.339312,,,,,,,,,,
,,,,,,,71.55953,0.000137018,0.477374397,0.038294891,1537.408521,,,,,,,,,,
,,,,,,,73.41363415,0.000136456,0.477627945,0.037174586,1537.477447,,,,,,,,,,
,,,,,,,75.31577806,0.000135743,0.477886845,0.036046401,1537.546012,,,,,,,,,,
,,,,,,,77.26720642,0.000134912,0.47815094,0.034921005,1537.614158,,,,,,,,,,
,,,,,,,79.26919621,0.000134009,0.478420133,0.033811064,1537.681847,,,,,,,,,,
,,,,,,,81.32305746,0.000133077,0.478694408,0.032727942,1537.749066,,,,,,,,,,
,,,,,,,83.43013416,0.00013215,0.478973828,0.031679273,1537.815817,,,,,,,,,,
,,,,,,,85.59180513,0.000131247,0.479258508,0.030668065,1537.882111,,,,,,,,,,
,,,,,,,87.80948488,0.000130379,0.479548598,0.029695976,1537.947967,,,,,,,,,,
,,,,,,,90.08462462,0.000129539,0.479844267,0.028759324,1538.013399,,,,,,,,,,
,,,,,,,92.41871313,0.000128694,0.480145635,0.027850269,1538.078404,,,,,,,,,,
,,,,,,,94.81327776,0.000127818,0.480452757,0.026962002,1538.142966,,,,,,,,,,
,,,,,,,97.26988546,0.00012688,0.480765614,0.026088149,1538.207054,,,,,,,,,,
,,,,,,,99.79014374,0.000125851,0.481084103,0.02522318,1538.270623,,,,,,,,,,
,,,,,,,102.3757018,0.000124709,0.481408043,0.024363054,1538.333615,,,,,,,,,,
,,,,,,,105.0282516,0.000123439,0.481737178,0.023505874,1538.395966,,,,,,,,,,
,,,,,,,107.7495288,0.00012203,0.482071197,0.022650611,1538.457604,,,,,,,,,,
,,,,,,,110.5413141,0.000120479,0.482409735,0.02179794,1538.51846,,,,,,,,,,
,,,,,,,113.4054345,0.000118797,0.482752411,0.020950852,1538.578465,,,,,,,,,,
,,,,,,,116.3437641,0.000116997,0.483098847,0.020112227,1538.637562,,,,,,,,,,
,,,,,,,119.3582258,0.000115091,0.48344867,0.019285029,1538.695696,,,,,,,,,,
,,,,,,,122.4507919,0.000113097,0.483801521,0.018472189,1538.752822,,,,,,,,,,
,,,,,,,125.6234864,0.000111026,0.484157062,0.017675948,1538.808902,,,,,,,,,,
,,,,,,,128.8783851,0.00010888,0.484514953,0.016896502,1538.863899,,,,,,,,,,
,,,,,,,132.2176182,0.000106655,0.484874821,0.016133323,1538.917772,,,,,,,,,,
,,,,,,,135.6433707,0.000104349,0.485236253,0.015385727,1538.970479,,,,,,,,,,
,,,,,,,139.1578842,0.000101949,0.485598781,0.014652271,1539.021975,,,,,,,,,,
,,,,,,,142.7634586,9.94E-05,0.485961867,0.013931655,1539.072207,,,,,,,,,,
,,,,,,,146.4624533,9.68E-05,0.486324902,0.013223047,1539.121119,,,,,,,,,,
,,,,,,,150.2572888,9.41E-05,0.486687211,0.012526082,1539.168653,,,,,,,,,,
,,,,,,,154.1504482,9.13E-05,0.48704806,0.011840592,1539.21475,,,,,,,,,,
,,,,,,,158.1444793,8.83E-05,0.487406658,0.01116677,1539.259351,,,,,,,,,,
,,,,,,,162.2419955,8.52E-05,0.487762163,0.010505049,1539.302395,,,,,,,,,,
,,,,,,,166.4456782,8.20E-05,0.48811369,0.009856059,1539.343827,,,,,,,,,,
,,,,,,,170.7582781,7.87E-05,0.488460334,0.009221563,1539.383596,,,,,,,,,,
,,,,,,,175.1826173,7.54E-05,0.488801208,0.008603501,1539.421661,,,,,,,,,,
,,,,,,,179.7215909,7.19E-05,0.489135458,0.008004706,1539.457994,,,,,,,,,,
,,,,,,,184.3781691,6.85E-05,0.489462388,0.007431004,1539.492597,,,,,,,,,,
,,,,,,,189.1553991,6.51E-05,0.489781551,0.006887687,1539.525501,,,,,,,,,,
,,,,,,,194.0564068,6.19E-05,0.490092788,0.006380631,1539.556773,,,,,,,,,,
,,,,,,,199.0843995,5.89E-05,0.490396355,0.00591677,1539.586522,,,,,,,,,,
,,,,,,,204.2426671,5.62E-05,0.490692987,0.005501743,1539.614902,,,,,,,,,,
,,,,,,,209.5345853,5.39E-05,0.490983975,0.005142577,1539.642116,,,,,,,,,,
,,,,,,,214.9636168,5.21E-05,0.491271346,0.004846421,1539.668427,,,,,,,,,,
,,,,,,,220.5333143,5.09E-05,0.491557902,0.004618226,1539.694149,,,,,,,,,,
,,,,,,,226.2473224,5.05E-05,0.49184719,0.004460286,1539.719635,,,,,,,,,,
,,,,,,,232.1093802,5.08E-05,0.492143455,0.004373242,1539.745272,,,,,,,,,,
,,,,,,,238.1233236,5.18E-05,0.492451589,0.004354443,1539.771459,,,,,,,,,,
,,,,,,,244.2930881,5.37E-05,0.492776791,0.004395193,1539.798576,,,,,,,,,,
,,,,,,,250.6227108,5.62E-05,0.493124311,0.004486577,1539.826975,,,,,,,,,,
,,,,,,,257.1163338,5.94E-05,0.493499348,0.004617672,1539.85696,,,,,,,,,,
,,,,,,,263.7782063,6.30E-05,0.493906696,0.004775349,1539.888773,,,,,,,,,,
,,,,,,,270.6126875,6.69E-05,0.494350597,0.004947888,1539.922589,,,,,,,,,,
,,,,,,,277.6242499,7.11E-05,0.494834564,0.005121849,1539.958501,,,,,,,,,,
,,,,,,,284.8174815,7.52E-05,0.495361025,0.0052839,1539.996509,,,,,,,,,,
,,,,,,,292.1970894,7.92E-05,0.495931218,0.005422489,1540.036525,,,,,,,,,,
,,,,,,,299.7679027,8.28E-05,0.496544946,0.005525003,1540.078354,,,,,,,,,,
,,,,,,,307.5348753,8.58E-05,0.497200278,0.005580538,1540.121698,,,,,,,,,,
,,,,,,,315.5030899,8.80E-05,0.497893463,0.005579368,1540.166156,,,,,,,,,,
,,,,,,,323.6777605,8.92E-05,0.498618563,0.005511096,1540.211207,,,,,,,,,,
,,,,,,,332.0642365,8.91E-05,0.499367211,0.005367857,1540.256224,,,,,,,,,,
,,,,,,,340.6680057,8.77E-05,0.500128801,0.005147931,1540.300516,,,,,,,,,,
,,,,,,,349.4946981,8.48E-05,0.50089122,0.004855084,1540.34337,,,,,,,,,,
,,,,,,,358.5500898,8.06E-05,0.501641138,0.004494313,1540.384068,,,,,,,,,,
,,,,,,,367.8401062,7.50E-05,0.50236451,0.004076503,1540.421939,,,,,,,,,,
,,,,,,,377.3708266,6.82E-05,0.503047548,0.003614716,1540.45639,,,,,,,,,,
,,,,,,,387.1484874,6.04E-05,0.503676989,0.003122105,1540.486917,,,,,,,,,,
,,,,,,,397.1794871,5.20E-05,0.504241042,0.002617152,1540.513169,,,,,,,,,,
,,,,,,,407.4703894,4.31E-05,0.504730424,0.002117233,1540.534957,,,,,,,,,,
,,,,,,,418.0279286,3.42E-05,0.505138466,0.001636711,1540.552237,,,,,,,,,,
,,,,,,,428.8590131,2.55E-05,0.505461137,0.001187342,1540.565097,,,,,,,,,,
,,,,,,,439.9707305,1.71E-05,0.50569707,0.000779097,1540.573754,,,,,,,,,,
,,,,,,,451.370352,9.80E-06,0.505849111,0.000434337,1540.578706,,,,,,,,,,
,,,,,,,463.0653372,4.29E-06,0.505929203,0.000185213,1540.580872,,,,,,,,,,
,,,,,,,475.063339,1.24E-06,0.50595981,5.22E-05,1540.581498,,,,,,,,,,
,,,,,,,487.3722084,1.51E-07,0.505966873,6.20E-06,1540.581574,,,,,,,,,,
