,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,Isotherm 2 >>,,P/P0,Amount Adsorbed,Fit
,,,,,,,9.01E+00,2.68E-02,3.75E-01,5.95E+01,1.41E+03,,,2.66E-01,2.29E+02,2.29E+02,,,,,
,,,,,,,9.25E+00,2.15E-02,3.81E-01,4.64E+01,1.43E+03,,,2.88E-01,2.29E+02,2.29E+02,,,,,
,,,,,,,9.48E+00,1.68E-02,3.85E-01,3.54E+01,1.44E+03,,,3.10E-01,2.30E+02,2.30E+02,,,,,
,,,,,,,9.73E+00,1.28E-02,3.89E-01,2.63E+01,1.44E+03,,,3.33E-01,2.30E+02,2.30E+02,,,,,
,,,,,,,9.98E+00,9.56E-03,3.92E-01,1.91E+01,1.45E+03,,,3.54E-01,2.30E+02,2.30E+02,,,,,
,,,,,,,1.02E+01,6.99E-03,3.94E-01,1.36E+01,1.45E+03,,,3.76E-01,2.31E+02,2.31E+02,,,,,
,,,,,,,1.05E+01,5.05E-03,3.95E-01,9.61E+00,1.46E+03,,,3.98E-01,2.31E+02,2.31E+02,,,,,
,,,,,,,1.08E+01,3.68E-03,3.96E-01,6.83E+00,1.46E+03,,,4.20E-01,2.31E+02,2.31E+02,,,,,
,,,,,,,1.11E+01,2.78E-03,3.97E-01,5.03E+00,1.46E+03,,,4.42E-01,2.32E+02,2.31E+02,,,,,
,,,,,,,1.13E+01,2.28E-03,3.98E-01,4.02E+00,1.46E+03,,,4.64E-01,2.32E+02,2.32E+02,,,,,
,,,,,,,1.16E+01,2.08E-03,3.99E-01,3.58E+00,1.46E+03,,,4.86E-01,2.32E+02,2.32E+02,,,,,
,,,,,,,1.19E+01,2.10E-03,3.99E-01,3.53E+00,1.46E+03,,,5.08E-01,2.32E+02,2.32E+02,,,,,
,,,,,,,1.22E+01,2.27E-03,4.00E-01,3.71E+00,1.47E+03,,,5.30E-01,2.32E+02,2.32E+02,,,,,
,,,,,,,1.26E+01,2.53E-03,4.01E-01,4.02E+00,1.47E+03,,,5.52E-01,2.33E+02,2.33E+02,,,,,
,,,,,,,1.29E+01,2.81E-03,4.02E-01,4.37E+00,1.47E+03,,,5.75E-01,2.33E+02,2.33E+02,,,,,
,,,,,,,1.32E+01,3.09E-03,4.03E-01,4.68E+00,1.47E+03,,,5.95E-01,2.33E+02,2.33E+02,,,,,
,,,,,,,1.36E+01,3.34E-03,4.04E-01,4.92E+00,1.47E+03,,,6.18E-01,2.33E+02,2.33E+02,,,,,
,,,,,,,1.39E+01,3.52E-03,4.05E-01,5.06E+00,1.47E+03,,,6.41E-01,2.34E+02,2.34E+02,,,,,
,,,,,,,1.43E+01,3.63E-03,4.06E-01,5.09E+00,1.48E+03,,,6.63E-01,2.34E+02,2.34E+02,,,,,
,,,,,,,1.47E+01,3.66E-03,4.08E-01,5.00E+00,1.48E+03,,,6.84E-01,2.34E+02,2.34E+02,,,,,
,,,,,,,1.50E+01,3.61E-03,4.09E-01,4.80E+00,1.48E+03,,,7.06E-01,2.34E+02,2.34E+02,,,,,
,,,,,,,1.54E+01,3.49E-03,4.10E-01,4.52E+00,1.48E+03,,,7.29E-01,2.34E+02,2.34E+02,,,,,
,,,,,,,1.58E+01,3.29E-03,4.12E-01,4.16E+00,1.48E+03,,,7.51E-01,2.35E+02,2.35E+02,,,,,
,,,,,,,1.62E+01,3.04E-03,4.13E-01,3.75E+00,1.48E+03,,,7.71E-01,2.35E+02,2.35E+02,,,,,
,,,,,,,1.67E+01,2.76E-03,4.14E-01,3.31E+00,1.49E+03,,,7.94E-01,2.35E+02,2.35E+02,,,,,
,,,,,,,1.71E+01,2.44E-03,4.15E-01,2.86E+00,1.49E+03,,,8.15E-01,2.35E+02,2.35E+02,,,,,
,,,,,,,1.75E+01,2.11E-03,4.16E-01,2.41E+00,1.49E+03,,,8.37E-01,2.36E+02,2.36E+02,,,,,
,,,,,,,1.80E+01,1.78E-03,4.17E-01,1.99E+00,1.49E+03,,,8.59E-01,2.36E+02,2.36E+02,,,,,
,,,,,,,1.84E+01,1.47E-03,4.18E-01,1.59E+00,1.49E+03,,,8.81E-01,2.37E+02,2.37E+02,,,,,
,,,,,,,1.89E+01,1.18E-03,4.19E-01,1.25E+00,1.49E+03,,,9.03E-01,2.37E+02,2.37E+02,,,,,
,,,,,,,1.94E+01,9.16E-04,4.19E-01,9.43E-01,1.49E+03,,,9.25E-01,2.38E+02,2.38E+02,,,,,
,,,,,,,1.99E+01,6.87E-04,4.20E-01,6.90E-01,1.49E+03,,,9.47E-01,2.39E+02,2.39E+02,,,,,
,,,,,,,2.04E+01,4.95E-04,4.20E-01,4.84E-01,1.49E+03,,,9.69E-01,2.41E+02,2.41E+02,,,,,
,,,,,,,2.10E+01,3.40E-04,4.20E-01,3.24E-01,1.49E+03,,,9.87E-01,2.43E+02,2.43E+02,,,,,
,,,,,,,2.15E+01,2.19E-04,4.20E-01,2.04E-01,1.49E+03,,,,,,,,,,
,,,,,,,2.21E+01,1.30E-04,4.20E-01,1.18E-01,1.49E+03,,,,,,,,,,
,,,,,,,2.26E+01,6.97E-05,4.20E-01,6.16E-02,1.49E+03,,,,,,,,,,
,,,,,,,2.32E+01,3.25E-05,4.20E-01,2.80E-02,1.49E+03,,,,,,,,,,
,,,,,,,2.38E+01,1.22E-05,4.20E-01,1.02E-02,1.49E+03,,,,,,,,,,
,,,,,,,2.44E+01,5.18E-06,4.20E-01,4.24E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.51E+01,2.95E-06,4.20E-01,2.36E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.57E+01,4.97E-06,4.20E-01,3.87E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.64E+01,1.05E-05,4.20E-01,7.99E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.71E+01,1.86E-05,4.20E-01,1.38E-02,1.49E+03,,,,,,,,,,
,,,,,,,2.78E+01,2.83E-05,4.20E-01,2.04E-02,1.49E+03,,,,,,,,,,
,,,,,,,2.85E+01,3.77E-05,4.20E-01,2.65E-02,1.49E+03,,,,,,,,,,
,,,,,,,2.92E+01,4.62E-05,4.20E-01,3.16E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.00E+01,5.35E-05,4.21E-01,3.57E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.08E+01,5.93E-05,4.21E-01,3.85E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.16E+01,6.34E-05,4.21E-01,4.02E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.24E+01,6.59E-05,4.21E-01,4.07E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.32E+01,6.69E-05,4.21E-01,4.03E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.41E+01,6.66E-05,4.21E-01,3.91E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.50E+01,6.52E-05,4.21E-01,3.73E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.59E+01,6.29E-05,4.21E-01,3.51E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.68E+01,6.00E-05,4.21E-01,3.26E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.78E+01,5.68E-05,4.21E-01,3.01E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.87E+01,5.33E-05,4.21E-01,2.75E-02,1.49E+03,,,,,,,,,,
,,,,,,,3.97E+01,4.98E-05,4.21E-01,2.51E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.08E+01,4.65E-05,4.21E-01,2.28E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.18E+01,4.34E-05,4.21E-01,2.08E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.29E+01,4.06E-05,4.21E-01,1.89E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.40E+01,3.83E-05,4.21E-01,1.74E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.52E+01,3.64E-05,4.21E-01,1.61E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.63E+01,3.50E-05,4.21E-01,1.51E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.75E+01,3.41E-05,4.21E-01,1.43E-02,1.49E+03,,,,,,,,,,
,,,,,,,4.88E+01,3.37E-05,4.21E-01,1.38E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.00E+01,3.36E-05,4.22E-01,1.35E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.13E+01,3.40E-05,4.22E-01,1.33E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.26E+01,3.47E-05,4.22E-01,1.32E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.40E+01,3.57E-05,4.22E-01,1.32E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.54E+01,3.68E-05,4.22E-01,1.33E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.68E+01,3.80E-05,4.22E-01,1.34E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.83E+01,3.92E-05,4.22E-01,1.34E-02,1.49E+03,,,,,,,,,,
,,,,,,,5.98E+01,4.04E-05,4.22E-01,1.35E-02,1.49E+03,,,,,,,,,,
,,,,,,,6.14E+01,4.16E-05,4.22E-01,1.35E-02,1.49E+03,,,,,,,,,,
,,,,,,,6.30E+01,4.26E-05,4.22E-01,1.35E-02,1.49E+03,,,,,,,,,,
,,,,,,,6.46E+01,4.35E-05,4.22E-01,1.35E-02,1.49E+03,,,,,,,,,,
,,,,,,,6.63E+01,4.42E-05,4.22E-01,1.33E-02,1.49E+03,,,,,,,,,,
,,,,,,,6.80E+01,4.47E-05,4.22E-01,1.32E-02,1.49E+03,,,,,,,,,,
,,,,,,,6.98E+01,4.51E-05,4.22E-01,1.29E-02,1.49E+03,,,,,,,,,,
,,,,,,,7.16E+01,4.52E-05,4.22E-01,1.26E-02,1.49E+03,,,,,,,,,,
,,,,,,,7.34E+01,4.52E-05,4.22E-01,1.23E-02,1.49E+03,,,,,,,,,,
,,,,,,,7.53E+01,4.51E-05,4.23E-01,1.20E-02,1.49E+03,,,,,,,,,,
,,,,,,,7.73E+01,4.48E-05,4.23E-01,1.16E-02,1.49E+03,,,,,,,,,,
,,,,,,,7.93E+01,4.45E-05,4.23E-01,1.12E-02,1.49E+03,,,,,,,,,,
,,,,,,,8.13E+01,4.41E-05,4.23E-01,1.08E-02,1.49E+03,,,,,,,,,,
,,,,,,,8.34E+01,4.36E-05,4.23E-01,1.05E-02,1.49E+03,,,,,,,,,,
,,,,,,,8.56E+01,4.32E-05,4.23E-01,1.01E-02,1.49E+03,,,,,,,,,,
,,,,,,,8.78E+01,4.28E-05,4.23E-01,9.76E-03,1.49E+03,,,,,,,,,,
,,,,,,,9.01E+01,4.25E-05,4.23E-01,9.43E-03,1.49E+03,,,,,,,,,,
,,,,,,,9.24E+01,4.21E-05,4.23E-01,9.12E-03,1.49E+03,,,,,,,,,,
,,,,,,,9.48E+01,4.18E-05,4.23E-01,8.82E-03,1.49E+03,,,,,,,,,,
,,,,,,,9.73E+01,4.15E-05,4.24E-01,8.54E-03,1.49E+03,,,,,,,,,,
,,,,,,,9.98E+01,4.13E-05,4.24E-01,8.28E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.02E+02,4.11E-05,4.24E-01,8.03E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.05E+02,4.09E-05,4.24E-01,7.80E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.08E+02,4.09E-05,4.24E-01,7.58E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.11E+02,4.08E-05,4.24E-01,7.38E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.13E+02,4.08E-05,4.24E-01,7.19E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.16E+02,4.08E-05,4.24E-01,7.01E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.19E+02,4.08E-05,4.24E-01,6.84E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.22E+02,4.08E-05,4.25E-01,6.66E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.26E+02,4.08E-05,4.25E-01,6.49E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.29E+02,4.07E-05,4.25E-01,6.31E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.32E+02,4.05E-05,4.25E-01,6.13E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.36E+02,4.03E-05,4.25E-01,5.94E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.39E+02,4.00E-05,4.25E-01,5.75E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.43E+02,3.96E-05,4.25E-01,5.54E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.46E+02,3.90E-05,4.25E-01,5.33E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.50E+02,3.84E-05,4.26E-01,5.11E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.54E+02,3.76E-05,4.26E-01,4.88E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.58E+02,3.67E-05,4.26E-01,4.64E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.62E+02,3.56E-05,4.26E-01,4.39E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.66E+02,3.44E-05,4.26E-01,4.13E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.71E+02,3.30E-05,4.26E-01,3.86E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.75E+02,3.15E-05,4.27E-01,3.59E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.80E+02,2.98E-05,4.27E-01,3.32E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.84E+02,2.81E-05,4.27E-01,3.04E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.89E+02,2.63E-05,4.27E-01,2.78E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.94E+02,2.45E-05,4.27E-01,2.53E-03,1.49E+03,,,,,,,,,,
,,,,,,,1.99E+02,2.29E-05,4.27E-01,2.30E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.04E+02,2.13E-05,4.27E-01,2.09E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.10E+02,2.00E-05,4.27E-01,1.91E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.15E+02,1.90E-05,4.27E-01,1.77E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.21E+02,1.83E-05,4.28E-01,1.66E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.26E+02,1.81E-05,4.28E-01,1.60E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.32E+02,1.84E-05,4.28E-01,1.58E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.38E+02,1.92E-05,4.28E-01,1.61E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.44E+02,2.05E-05,4.28E-01,1.67E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.51E+02,2.22E-05,4.28E-01,1.77E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.57E+02,2.44E-05,4.28E-01,1.90E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.64E+02,2.70E-05,4.29E-01,2.04E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.71E+02,2.98E-05,4.29E-01,2.20E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.78E+02,3.28E-05,4.29E-01,2.36E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.85E+02,3.59E-05,4.29E-01,2.52E-03,1.49E+03,,,,,,,,,,
,,,,,,,2.92E+02,3.90E-05,4.29E-01,2.67E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.00E+02,4.19E-05,4.30E-01,2.79E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.08E+02,4.45E-05,4.30E-01,2.90E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.16E+02,4.67E-05,4.30E-01,2.96E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.24E+02,4.84E-05,4.31E-01,2.99E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.32E+02,4.94E-05,4.31E-01,2.97E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.41E+02,4.96E-05,4.32E-01,2.91E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.49E+02,4.88E-05,4.32E-01,2.79E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.59E+02,4.72E-05,4.33E-01,2.63E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.68E+02,4.46E-05,4.33E-01,2.42E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.77E+02,4.11E-05,4.33E-01,2.18E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.87E+02,3.69E-05,4.34E-01,1.91E-03,1.49E+03,,,,,,,,,,
,,,,,,,3.97E+02,3.21E-05,4.34E-01,1.62E-03,1.49E+03,,,,,,,,,,
,,,,,,,4.07E+02,2.70E-05,4.34E-01,1.32E-03,1.49E+03,,,,,,,,,,
,,,,,,,4.18E+02,2.17E-05,4.35E-01,1.04E-03,1.49E+03,,,,,,,,,,
,,,,,,,4.29E+02,1.63E-05,4.35E-01,7.60E-04,1.49E+03,,,,,,,,,,
,,,,,,,4.40E+02,1.12E-05,4.35E-01,5.11E-04,1.49E+03,,,,,,,,,,
,,,,,,,4.51E+02,6.59E-06,4.35E-01,2.92E-04,1.49E+03,,,,,,,,,,
,,,,,,,4.63E+02,2.98E-06,4.35E-01,1.29E-04,1.49E+03,,,,,,,,,,
,,,,,,,4.75E+02,8.60E-07,4.35E-01,3.62E-05,1.49E+03,,,,,,,,,,
,,,,,,,4.87E+02,0.00E+00,4.35E-01,0.00E+00,1.49E+03,,,,,,,,,,
