,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,Isotherm 2 >>,,P/P0,Amount Adsorbed,Fit,
,,,,,,,5.266531e+000,2.385505e-002,1.433856e-001,9.059115e+001,7.399661e+002,,,9.959190e-003,2.284800e+002,2.282225e+002,,,7.973160e-002,1.162700e+002,1.082435e+002,
,,,,,,,5.402986e+000,3.256585e-002,1.472215e-001,1.205476e+002,7.543382e+002,,,2.092120e-002,2.336820e+002,2.330305e+002,,,8.960210e-002,1.196050e+002,1.118332e+002,
,,,,,,,5.542977e+000,4.223758e-002,1.524542e-001,1.524003e+002,7.734508e+002,,,3.059510e-002,2.362420e+002,2.356612e+002,,,9.992920e-002,1.227440e+002,1.152416e+002,
,,,,,,,5.686596e+000,5.200431e-002,1.592294e-001,1.829014e+002,7.975585e+002,,,3.980720e-002,2.379980e+002,2.374149e+002,,,1.496470e-001,1.343550e+002,1.281922e+002,
,,,,,,,5.833935e+000,6.113505e-002,1.675803e-001,2.095843e+002,8.265450e+002,,,4.909730e-002,2.394010e+002,2.387768e+002,,,2.012980e-001,1.428130e+002,1.380984e+002,
,,,,,,,5.985092e+000,6.891057e-002,1.774413e-001,2.302740e+002,8.598929e+002,,,5.943350e-002,2.407430e+002,2.401542e+002,,,2.541860e-001,1.493840e+002,1.462229e+002,
,,,,,,,6.140166e+000,7.525427e-002,1.886476e-001,2.451213e+002,8.968564e+002,,,7.100150e-002,2.419240e+002,2.417174e+002,,,3.055010e-001,1.544600e+002,1.527120e+002,
,,,,,,,6.299257e+000,7.958683e-002,2.009925e-001,2.526864e+002,9.365500e+002,,,8.195240e-002,2.428760e+002,2.426860e+002,,,3.539870e-001,1.584740e+002,1.580584e+002,
,,,,,,,6.462470e+000,8.191460e-002,2.142018e-001,2.535086e+002,9.779395e+002,,,9.243060e-002,2.436730e+002,2.433734e+002,,,3.988210e-001,1.616650e+002,1.624704e+002,
,,,,,,,6.629913e+000,8.232132e-002,2.279800e-001,2.483330e+002,1.020036e+003,,,1.014760e-001,2.443060e+002,2.439601e+002,,,4.490530e-001,1.647910e+002,1.669229e+002,
,,,,,,,6.801693e+000,8.085516e-002,2.420197e-001,2.377501e+002,1.061851e+003,,,1.502840e-001,2.468940e+002,2.467055e+002,,,4.993650e-001,1.675250e+002,1.709245e+002,
,,,,,,,6.977925e+000,7.776881e-002,2.560179e-001,2.228995e+002,1.102483e+003,,,2.030750e-001,2.489230e+002,2.486455e+002,,,5.490230e-001,1.699310e+002,1.744763e+002,
,,,,,,,7.158723e+000,7.330679e-002,2.696920e-001,2.048041e+002,1.141181e+003,,,2.554550e-001,2.505370e+002,2.502173e+002,,,5.993370e-001,1.721100e+002,1.778568e+002,
,,,,,,,7.344205e+000,6.776572e-002,2.827873e-001,1.845420e+002,1.177306e+003,,,3.040610e-001,2.517820e+002,2.515672e+002,,,6.492670e-001,1.740660e+002,1.809097e+002,
,,,,,,,7.534493e+000,6.147602e-002,2.950909e-001,1.631855e+002,1.210392e+003,,,3.521170e-001,2.528640e+002,2.527550e+002,,,6.994020e-001,1.758440e+002,1.837552e+002,
,,,,,,,7.729711e+000,5.473252e-002,3.064362e-001,1.416159e+002,1.240131e+003,,,3.986050e-001,2.538160e+002,2.537110e+002,,,7.493670e-001,1.774500e+002,1.864233e+002,
,,,,,,,7.929988e+000,4.781881e-002,3.167030e-001,1.206025e+002,1.266368e+003,,,4.487340e-001,2.547500e+002,2.545428e+002,,,8.007890e-001,1.789670e+002,1.889713e+002,
,,,,,,,8.135453e+000,4.098751e-002,3.258199e-001,1.007627e+002,1.289076e+003,,,4.988240e-001,2.556110e+002,2.551449e+002,,,9.851630e-001,1.834440e+002,1.970302e+002,
,,,,,,,8.346243e+000,3.446459e-002,3.337599e-001,8.258707e+001,1.308359e+003,,,5.481960e-001,2.564380e+002,2.555571e+002,,,9.952280e-001,1.836940e+002,1.974447e+002,
,,,,,,,8.562493e+000,2.836305e-002,3.405398e-001,6.624952e+001,1.324406e+003,,,5.985760e-001,2.572490e+002,2.559139e+002,,,,,,
,,,,,,,8.784347e+000,2.286675e-002,3.462084e-001,5.206250e+001,1.337484e+003,,,6.477550e-001,2.580460e+002,2.562337e+002,,,,,,
,,,,,,,9.011949e+000,1.802137e-002,3.508461e-001,3.999438e+001,1.347918e+003,,,6.933420e-001,2.588400e+002,2.565133e+002,,,,,,
,,,,,,,9.245448e+000,1.385402e-002,3.545516e-001,2.996939e+001,1.356042e+003,,,7.359560e-001,2.546880e+002,2.567683e+002,,,,,,
,,,,,,,9.484998e+000,1.037868e-002,3.574375e-001,2.188440e+001,1.362211e+003,,,7.663320e-001,2.552300e+002,2.570428e+002,,,,,,
,,,,,,,9.730753e+000,7.519792e-003,3.596224e-001,1.545572e+001,1.366762e+003,,,7.964270e-001,2.558290e+002,2.571148e+002,,,,,,
,,,,,,,9.982877e+000,5.253836e-003,3.612198e-001,1.052569e+001,1.370006e+003,,,8.250590e-001,2.564740e+002,2.572700e+002,,,,,,
,,,,,,,1.024153e+001,3.504845e-003,3.623412e-001,6.844376e+000,1.372226e+003,,,8.528420e-001,2.572210e+002,2.574360e+002,,,,,,
,,,,,,,1.050689e+001,2.201243e-003,3.630884e-001,4.190093e+000,1.373668e+003,,,8.793390e-001,2.581270e+002,2.580049e+002,,,,,,
,,,,,,,1.077912e+001,1.276302e-003,3.635535e-001,2.368099e+000,1.374543e+003,,,9.046870e-001,2.592700e+002,2.592646e+002,,,,,,
,,,,,,,1.105841e+001,6.673280e-004,3.638180e-001,1.206915e+000,1.375029e+003,,,9.274650e-001,2.606170e+002,2.603186e+002,,,,,,
,,,,,,,1.134493e+001,3.127306e-004,3.639527e-001,5.513133e-001,1.375270e+003,,,9.479960e-001,2.622090e+002,2.631942e+002,,,,,,
,,,,,,,1.163888e+001,1.595880e-004,3.640177e-001,2.742327e-001,1.375383e+003,,,9.648760e-001,2.643800e+002,2.659638e+002,,,,,,
,,,,,,,1.194044e+001,1.596864e-004,3.640626e-001,2.674715e-001,1.375459e+003,,,9.761480e-001,2.672810e+002,2.660104e+002,,,,,,
,,,,,,,1.224982e+001,2.686826e-004,3.641267e-001,4.386720e-001,1.375565e+003,,,9.761480e-001,2.672810e+002,2.660104e+002,,,,,,
,,,,,,,1.256721e+001,4.468006e-004,3.642390e-001,7.110577e-001,1.375745e+003,,,,,,,,,,,
,,,,,,,1.289283e+001,6.583106e-004,3.644186e-001,1.021205e+000,1.376027e+003,,,,,,,,,,,
,,,,,,,1.322688e+001,8.706854e-004,3.646751e-001,1.316539e+000,1.376419e+003,,,,,,,,,,,
,,,,,,,1.356959e+001,1.067324e-003,3.650085e-001,1.573111e+000,1.376916e+003,,,,,,,,,,,
,,,,,,,1.392117e+001,1.221135e-003,3.654122e-001,1.754356e+000,1.377504e+003,,,,,,,,,,,
,,,,,,,1.428187e+001,1.327877e-003,3.658735e-001,1.859528e+000,1.378157e+003,,,,,,,,,,,
,,,,,,,1.465191e+001,1.385321e-003,3.663772e-001,1.890977e+000,1.378853e+003,,,,,,,,,,,
,,,,,,,1.503154e+001,1.395043e-003,3.669063e-001,1.856154e+000,1.379566e+003,,,,,,,,,,,
,,,,,,,1.542101e+001,1.365712e-003,3.674451e-001,1.771235e+000,1.380274e+003,,,,,,,,,,,
,,,,,,,1.582057e+001,1.305018e-003,3.679795e-001,1.649773e+000,1.380959e+003,,,,,,,,,,,
,,,,,,,1.623048e+001,1.220367e-003,3.684977e-001,1.503796e+000,1.381605e+003,,,,,,,,,,,
,,,,,,,1.665101e+001,1.118556e-003,3.689899e-001,1.343529e+000,1.382204e+003,,,,,,,,,,,
,,,,,,,1.708244e+001,1.005118e-003,3.694484e-001,1.176785e+000,1.382748e+003,,,,,,,,,,,
,,,,,,,1.752504e+001,8.878076e-004,3.698674e-001,1.013187e+000,1.383232e+003,,,,,,,,,,,
,,,,,,,1.797912e+001,7.699494e-004,3.702435e-001,8.564930e-001,1.383656e+003,,,,,,,,,,,
,,,,,,,1.844495e+001,6.586573e-004,3.705757e-001,7.141870e-001,1.384021e+003,,,,,,,,,,,
,,,,,,,1.892286e+001,5.589348e-004,3.708659e-001,5.907508e-001,1.384332e+003,,,,,,,,,,,
,,,,,,,1.941315e+001,4.761405e-004,3.711188e-001,4.905340e-001,1.384596e+003,,,,,,,,,,,
,,,,,,,1.991615e+001,4.112656e-004,3.713411e-001,4.129972e-001,1.384823e+003,,,,,,,,,,,
,,,,,,,2.043217e+001,3.648855e-004,3.715406e-001,3.571676e-001,1.385020e+003,,,,,,,,,,,
,,,,,,,2.096157e+001,3.359042e-004,3.717253e-001,3.204953e-001,1.385199e+003,,,,,,,,,,,
,,,,,,,2.150468e+001,3.212303e-004,3.719031e-001,2.987538e-001,1.385367e+003,,,,,,,,,,,
,,,,,,,2.206187e+001,3.187462e-004,3.720809e-001,2.889567e-001,1.385530e+003,,,,,,,,,,,
,,,,,,,2.263349e+001,3.250454e-004,3.722645e-001,2.872251e-001,1.385694e+003,,,,,,,,,,,
,,,,,,,2.321992e+001,3.370310e-004,3.724585e-001,2.902947e-001,1.385863e+003,,,,,,,,,,,
,,,,,,,2.382155e+001,3.517353e-004,3.726657e-001,2.953085e-001,1.386039e+003,,,,,,,,,,,
,,,,,,,2.443876e+001,3.672774e-004,3.728877e-001,3.005695e-001,1.386223e+003,,,,,,,,,,,
,,,,,,,2.507197e+001,3.809937e-004,3.731247e-001,3.039200e-001,1.386415e+003,,,,,,,,,,,
,,,,,,,2.572159e+001,3.917706e-004,3.733759e-001,3.046240e-001,1.386613e+003,,,,,,,,,,,
,,,,,,,2.638803e+001,3.987660e-004,3.736396e-001,3.022325e-001,1.386815e+003,,,,,,,,,,,
,,,,,,,2.707174e+001,4.012920e-004,3.739134e-001,2.964656e-001,1.387020e+003,,,,,,,,,,,
,,,,,,,2.777317e+001,3.997431e-004,3.741946e-001,2.878628e-001,1.387225e+003,,,,,,,,,,,
,,,,,,,2.849277e+001,3.939699e-004,3.744804e-001,2.765403e-001,1.387428e+003,,,,,,,,,,,
,,,,,,,2.923102e+001,3.844189e-004,3.747679e-001,2.630212e-001,1.387628e+003,,,,,,,,,,,
,,,,,,,2.998839e+001,3.715123e-004,3.750544e-001,2.477707e-001,1.387821e+003,,,,,,,,,,,
,,,,,,,3.076539e+001,3.556429e-004,3.753370e-001,2.311967e-001,1.388007e+003,,,,,,,,,,,
,,,,,,,3.156252e+001,3.371924e-004,3.756133e-001,2.136664e-001,1.388185e+003,,,,,,,,,,,
,,,,,,,3.238030e+001,3.165098e-004,3.758807e-001,1.954952e-001,1.388352e+003,,,,,,,,,,,
,,,,,,,3.321928e+001,2.938510e-004,3.761368e-001,1.769160e-001,1.388508e+003,,,,,,,,,,,
,,,,,,,3.407999e+001,2.695099e-004,3.763794e-001,1.581631e-001,1.388652e+003,,,,,,,,,,,
,,,,,,,3.496300e+001,2.436803e-004,3.766060e-001,1.393933e-001,1.388784e+003,,,,,,,,,,,
,,,,,,,3.586889e+001,2.167370e-004,3.768145e-001,1.208496e-001,1.388901e+003,,,,,,,,,,,
,,,,,,,3.679825e+001,1.890543e-004,3.770031e-001,1.027518e-001,1.389005e+003,,,,,,,,,,,
,,,,,,,3.775169e+001,1.610769e-004,3.771700e-001,8.533496e-002,1.389095e+003,,,,,,,,,,,
,,,,,,,3.872983e+001,1.335650e-004,3.773140e-001,6.897267e-002,1.389170e+003,,,,,,,,,,,
,,,,,,,3.973332e+001,1.069744e-004,3.774345e-001,5.384621e-002,1.389232e+003,,,,,,,,,,,
,,,,,,,4.076281e+001,8.206710e-005,3.775316e-001,4.026567e-002,1.389280e+003,,,,,,,,,,,
,,,,,,,4.181897e+001,5.955545e-005,3.776061e-001,2.848250e-002,1.389316e+003,,,,,,,,,,,
,,,,,,,4.290250e+001,4.046892e-005,3.776596e-001,1.886553e-002,1.389341e+003,,,,,,,,,,,
,,,,,,,4.401410e+001,2.454092e-005,3.776953e-001,1.115139e-002,1.389358e+003,,,,,,,,,,,
,,,,,,,4.515451e+001,1.329763e-005,3.777164e-001,5.889836e-003,1.389367e+003,,,,,,,,,,,
,,,,,,,4.632446e+001,6.033111e-006,3.777273e-001,2.604719e-003,1.389372e+003,,,,,,,,,,,
,,,,,,,4.752472e+001,1.956451e-006,3.777318e-001,8.233402e-004,1.389374e+003,,,,,,,,,,,
,,,,,,,4.875608e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.001935e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.131535e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.264493e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.400896e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.540833e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.684395e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.831678e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,5.982776e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,6.137790e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,6.296820e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,6.459970e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,6.627348e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,6.799062e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,6.975225e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,7.155953e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,7.341363e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,7.531578e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,7.726721e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,7.926920e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,8.132306e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,8.343013e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,8.559181e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,8.780948e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,9.008462e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,9.241871e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,9.481328e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,9.726989e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,9.979014e+001,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.023757e+002,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.050283e+002,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.077495e+002,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.105413e+002,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.134054e+002,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.163438e+002,0.000000e+000,3.777331e-001,0.000000e+000,1.389374e+003,,,,,,,,,,,
,,,,,,,1.193582e+002,5.981239e-009,3.777331e-001,1.002233e-006,1.389374e+003,,,,,,,,,,,
,,,,,,,1.224508e+002,4.122355e-007,3.777332e-001,6.733081e-005,1.389374e+003,,,,,,,,,,,
,,,,,,,1.256235e+002,1.152787e-006,3.777354e-001,1.835305e-004,1.389375e+003,,,,,,,,,,,
,,,,,,,1.288784e+002,3.115964e-006,3.777420e-001,4.835511e-004,1.389376e+003,,,,,,,,,,,
,,,,,,,1.322176e+002,6.049720e-006,3.777571e-001,9.151155e-004,1.389378e+003,,,,,,,,,,,
,,,,,,,1.356434e+002,9.693566e-006,3.777839e-001,1.429272e-003,1.389382e+003,,,,,,,,,,,
,,,,,,,1.391579e+002,1.381333e-005,3.778252e-001,1.985274e-003,1.389388e+003,,,,,,,,,,,
,,,,,,,1.427635e+002,1.810168e-005,3.778827e-001,2.535898e-003,1.389396e+003,,,,,,,,,,,
,,,,,,,1.464625e+002,2.228775e-005,3.779575e-001,3.043477e-003,1.389407e+003,,,,,,,,,,,
,,,,,,,1.502573e+002,2.616890e-005,3.780496e-001,3.483212e-003,1.389419e+003,,,,,,,,,,,
,,,,,,,1.541504e+002,2.964684e-005,3.781585e-001,3.846481e-003,1.389433e+003,,,,,,,,,,,
,,,,,,,1.581445e+002,3.259066e-005,3.782830e-001,4.121631e-003,1.389449e+003,,,,,,,,,,,
,,,,,,,1.622420e+002,3.501014e-005,3.784217e-001,4.315793e-003,1.389467e+003,,,,,,,,,,,
,,,,,,,1.664457e+002,3.691552e-005,3.785731e-001,4.435744e-003,1.389485e+003,,,,,,,,,,,
,,,,,,,1.707583e+002,3.831918e-005,3.787355e-001,4.488120e-003,1.389504e+003,,,,,,,,,,,
,,,,,,,1.751826e+002,3.921882e-005,3.789072e-001,4.477478e-003,1.389524e+003,,,,,,,,,,,
,,,,,,,1.797216e+002,3.962973e-005,3.790863e-001,4.410125e-003,1.389544e+003,,,,,,,,,,,
,,,,,,,1.843782e+002,3.954075e-005,3.792708e-001,4.289092e-003,1.389565e+003,,,,,,,,,,,
,,,,,,,1.891554e+002,3.894632e-005,3.794585e-001,4.117918e-003,1.389585e+003,,,,,,,,,,,
,,,,,,,1.940564e+002,3.784021e-005,3.796469e-001,3.899918e-003,1.389604e+003,,,,,,,,,,,
,,,,,,,1.990844e+002,3.626967e-005,3.798334e-001,3.643648e-003,1.389623e+003,,,,,,,,,,,
,,,,,,,2.042427e+002,3.422873e-005,3.800154e-001,3.351770e-003,1.389641e+003,,,,,,,,,,,
,,,,,,,2.095346e+002,3.177324e-005,3.801902e-001,3.032744e-003,1.389658e+003,,,,,,,,,,,
,,,,,,,2.149636e+002,2.896773e-005,3.803552e-001,2.695129e-003,1.389674e+003,,,,,,,,,,,
,,,,,,,2.205333e+002,2.585275e-005,3.805080e-001,2.344567e-003,1.389688e+003,,,,,,,,,,,
,,,,,,,2.262473e+002,2.260258e-005,3.806465e-001,1.998042e-003,1.389700e+003,,,,,,,,,,,
,,,,,,,2.321094e+002,1.924702e-005,3.807692e-001,1.658444e-003,1.389711e+003,,,,,,,,,,,
,,,,,,,2.381233e+002,1.593427e-005,3.808749e-001,1.338321e-003,1.389720e+003,,,,,,,,,,,
,,,,,,,2.442931e+002,1.283414e-005,3.809635e-001,1.050717e-003,1.389727e+003,,,,,,,,,,,
,,,,,,,2.506227e+002,1.007678e-005,3.810357e-001,8.041393e-004,1.389733e+003,,,,,,,,,,,
,,,,,,,2.571163e+002,7.876307e-006,3.810936e-001,6.126648e-004,1.389738e+003,,,,,,,,,,,
,,,,,,,2.637782e+002,6.426125e-006,3.811408e-001,4.872370e-004,1.389741e+003,,,,,,,,,,,
,,,,,,,2.706127e+002,5.941569e-006,3.811823e-001,4.391198e-004,1.389745e+003,,,,,,,,,,,
,,,,,,,2.776242e+002,6.507510e-006,3.812252e-001,4.687998e-004,1.389748e+003,,,,,,,,,,,
,,,,,,,2.848175e+002,8.322139e-006,3.812778e-001,5.843840e-004,1.389751e+003,,,,,,,,,,,
,,,,,,,2.921971e+002,1.131272e-005,3.813496e-001,7.743214e-004,1.389756e+003,,,,,,,,,,,
,,,,,,,2.997679e+002,1.539060e-005,3.814501e-001,1.026834e-003,1.389763e+003,,,,,,,,,,,
,,,,,,,3.075349e+002,2.043877e-005,3.815886e-001,1.329200e-003,1.389772e+003,,,,,,,,,,,
,,,,,,,3.155031e+002,2.611668e-005,3.817737e-001,1.655558e-003,1.389784e+003,,,,,,,,,,,
,,,,,,,3.236778e+002,3.228667e-005,3.820123e-001,1.994988e-003,1.389799e+003,,,,,,,,,,,
,,,,,,,3.320642e+002,3.859040e-005,3.823096e-001,2.324273e-003,1.389817e+003,,,,,,,,,,,
,,,,,,,3.406680e+002,4.468123e-005,3.826682e-001,2.623154e-003,1.389839e+003,,,,,,,,,,,
,,,,,,,3.494947e+002,5.027458e-005,3.830876e-001,2.876987e-003,1.389863e+003,,,,,,,,,,,
,,,,,,,3.585501e+002,5.482820e-005,3.835643e-001,3.058329e-003,1.389890e+003,,,,,,,,,,,
,,,,,,,3.678401e+002,5.812721e-005,3.840902e-001,3.160461e-003,1.389919e+003,,,,,,,,,,,
,,,,,,,3.773708e+002,5.964504e-005,3.846533e-001,3.161084e-003,1.389949e+003,,,,,,,,,,,
,,,,,,,3.871485e+002,5.907775e-005,3.852358e-001,3.051943e-003,1.389979e+003,,,,,,,,,,,
,,,,,,,3.971795e+002,5.610536e-005,3.858153e-001,2.825189e-003,1.390009e+003,,,,,,,,,,,
,,,,,,,4.074704e+002,5.094645e-005,3.863678e-001,2.500621e-003,1.390036e+003,,,,,,,,,,,
,,,,,,,4.180279e+002,4.383124e-005,3.868696e-001,2.097049e-003,1.390061e+003,,,,,,,,,,,
,,,,,,,4.288590e+002,3.495276e-005,3.872988e-001,1.630035e-003,1.390081e+003,,,,,,,,,,,
,,,,,,,4.399707e+002,2.539252e-005,3.876353e-001,1.154282e-003,1.390096e+003,,,,,,,,,,,
,,,,,,,4.513704e+002,1.539594e-005,3.878669e-001,6.821864e-004,1.390107e+003,,,,,,,,,,,
,,,,,,,4.630653e+002,7.077891e-006,3.879952e-001,3.056973e-004,1.390113e+003,,,,,,,,,,,
,,,,,,,4.750633e+002,2.044188e-006,3.880457e-001,8.605960e-005,1.390115e+003,,,,,,,,,,,
