,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,,,,,,
,,,,,,,9.656861e+000,1.394446e-001,3.908523e-001,2.887989e+002,1.018127e+003,,,3.250540e-002,4.831370e+002,4.840109e+002,,,,,,
,,,,,,,9.898043e+000,1.199378e-001,4.221862e-001,2.423464e+002,1.082245e+003,,,3.790780e-002,4.938100e+002,4.932407e+002,,,,,,
,,,,,,,1.014525e+001,9.830385e-002,4.491725e-001,1.937929e+002,1.136125e+003,,,4.350760e-002,5.039550e+002,5.031375e+002,,,,,,
,,,,,,,1.039863e+001,7.660941e-002,4.712978e-001,1.473452e+002,1.179276e+003,,,4.931230e-002,5.136300e+002,5.157610e+002,,,,,,
,,,,,,,1.065833e+001,5.660847e-002,4.885275e-001,1.062239e+002,1.212028e+003,,,5.527800e-002,5.229210e+002,5.287346e+002,,,,,,
,,,,,,,1.092453e+001,4.008278e-002,5.012323e-001,7.338125e+001,1.235670e+003,,,6.147010e-002,5.318880e+002,5.349479e+002,,,,,,
,,,,,,,1.119737e+001,2.668624e-002,5.102162e-001,4.766520e+001,1.251929e+003,,,6.776190e-002,5.404140e+002,5.394493e+002,,,,,,
,,,,,,,1.147703e+001,1.805429e-002,5.163652e-001,3.146161e+001,1.262785e+003,,,7.421600e-002,5.485780e+002,5.440668e+002,,,,,,
,,,,,,,1.176367e+001,1.346060e-002,5.207863e-001,2.288504e+001,1.270425e+003,,,8.076820e-002,5.564500e+002,5.529177e+002,,,,,,
,,,,,,,1.205747e+001,1.211718e-002,5.244674e-001,2.009906e+001,1.276608e+003,,,8.748020e-002,5.640010e+002,5.622501e+002,,,,,,
,,,,,,,1.235860e+001,1.331428e-002,5.282469e-001,2.154658e+001,1.282799e+003,,,9.424730e-002,5.712300e+002,5.716590e+002,,,,,,
,,,,,,,1.266726e+001,1.602404e-002,5.327503e-001,2.529993e+001,1.289955e+003,,,1.496420e-001,6.184910e+002,6.193431e+002,,,,,,
,,,,,,,1.298363e+001,1.936161e-002,5.383423e-001,2.982465e+001,1.298672e+003,,,2.012230e-001,6.502490e+002,6.510350e+002,,,,,,
,,,,,,,1.330790e+001,2.288648e-002,5.451949e-001,3.439534e+001,1.309086e+003,,,2.556550e-001,6.755270e+002,6.754115e+002,,,,,,
,,,,,,,1.364026e+001,2.648767e-002,5.534050e-001,3.883748e+001,1.321269e+003,,,3.047650e-001,6.929320e+002,6.926390e+002,,,,,,
,,,,,,,1.398093e+001,3.001057e-002,5.630330e-001,4.293072e+001,1.335209e+003,,,3.543440e-001,7.065830e+002,7.070141e+002,,,,,,
,,,,,,,1.433011e+001,3.347261e-002,5.741201e-001,4.671649e+001,1.350880e+003,,,3.986550e-001,7.162810e+002,7.161254e+002,,,,,,
,,,,,,,1.468800e+001,3.687740e-002,5.867133e-001,5.021431e+001,1.368237e+003,,,4.488440e-001,7.253340e+002,7.256363e+002,,,,,,
,,,,,,,1.505484e+001,4.017554e-002,6.008499e-001,5.337227e+001,1.387252e+003,,,4.989930e-001,7.333290e+002,7.333025e+002,,,,,,
,,,,,,,1.543083e+001,4.319089e-002,6.165331e-001,5.597998e+001,1.407828e+003,,,5.488390e-001,7.406390e+002,7.406757e+002,,,,,,
,,,,,,,1.581622e+001,4.583982e-002,6.337060e-001,5.796557e+001,1.429809e+003,,,5.989790e-001,7.476430e+002,7.476932e+002,,,,,,
,,,,,,,1.621123e+001,4.791804e-002,6.522481e-001,5.911707e+001,1.452959e+003,,,6.489980e-001,7.544210e+002,7.544474e+002,,,,,,
,,,,,,,1.661611e+001,4.925745e-002,6.719495e-001,5.928877e+001,1.476965e+003,,,6.989060e-001,7.610450e+002,7.611124e+002,,,,,,
,,,,,,,1.703110e+001,4.970106e-002,6.925275e-001,5.836505e+001,1.501418e+003,,,7.489530e-001,7.676440e+002,7.676965e+002,,,,,,
,,,,,,,1.745646e+001,4.935360e-002,7.136296e-001,5.654481e+001,1.525895e+003,,,7.990030e-001,7.743900e+002,7.744013e+002,,,,,,
,,,,,,,1.789243e+001,4.808483e-002,7.348993e-001,5.374878e+001,1.549966e+003,,,8.488490e-001,7.811570e+002,7.812049e+002,,,,,,
,,,,,,,1.833930e+001,4.605554e-002,7.559587e-001,5.022606e+001,1.573211e+003,,,8.990780e-001,7.884610e+002,7.884891e+002,,,,,,
,,,,,,,1.879733e+001,4.344202e-002,7.764733e-001,4.622148e+001,1.595311e+003,,,9.482750e-001,7.970830e+002,7.971111e+002,,,,,,
,,,,,,,1.926679e+001,4.045637e-002,7.961597e-001,4.199596e+001,1.616009e+003,,,9.873020e-001,8.093490e+002,8.117436e+002,,,,,,
,,,,,,,1.974799e+001,3.723557e-002,8.148463e-001,3.771076e+001,1.635172e+003,,,9.937740e-001,8.144140e+002,8.120394e+002,,,,,,
,,,,,,,2.024119e+001,3.412467e-002,8.324345e-001,3.371804e+001,1.652769e+003,,,,,,,,,,,
,,,,,,,2.074672e+001,3.122318e-002,8.489353e-001,3.009939e+001,1.668883e+003,,,,,,,,,,,
,,,,,,,2.126487e+001,2.858101e-002,8.644111e-001,2.688096e+001,1.683621e+003,,,,,,,,,,,
,,,,,,,2.179597e+001,2.626752e-002,8.789599e-001,2.410310e+001,1.697139e+003,,,,,,,,,,,
,,,,,,,2.234032e+001,2.423654e-002,8.926919e-001,2.169757e+001,1.709589e+003,,,,,,,,,,,
,,,,,,,2.289828e+001,2.244254e-002,9.057023e-001,1.960195e+001,1.721095e+003,,,,,,,,,,,
,,,,,,,2.347017e+001,2.081943e-002,9.180664e-001,1.774119e+001,1.731761e+003,,,,,,,,,,,
,,,,,,,2.405634e+001,1.931184e-002,9.298238e-001,1.605551e+001,1.741658e+003,,,,,,,,,,,
,,,,,,,2.465715e+001,1.784768e-002,9.409833e-001,1.447668e+001,1.750824e+003,,,,,,,,,,,
,,,,,,,2.527296e+001,1.640377e-002,9.515276e-001,1.298128e+001,1.759270e+003,,,,,,,,,,,
,,,,,,,2.590416e+001,1.496411e-002,9.614257e-001,1.155344e+001,1.767008e+003,,,,,,,,,,,
,,,,,,,2.655112e+001,1.353084e-002,9.706409e-001,1.019229e+001,1.774037e+003,,,,,,,,,,,
,,,,,,,2.721424e+001,1.213818e-002,9.791472e-001,8.920462e+000,1.780367e+003,,,,,,,,,,,
,,,,,,,2.789392e+001,1.080923e-002,9.869393e-001,7.750243e+000,1.786024e+003,,,,,,,,,,,
,,,,,,,2.859057e+001,9.577003e-003,9.940315e-001,6.699413e+000,1.791050e+003,,,,,,,,,,,
,,,,,,,2.930463e+001,8.465210e-003,1.000463e+000,5.777388e+000,1.795495e+003,,,,,,,,,,,
,,,,,,,3.003651e+001,7.488045e-003,1.006292e+000,4.985961e+000,1.799426e+003,,,,,,,,,,,
,,,,,,,3.078668e+001,6.637653e-003,1.011582e+000,4.312029e+000,1.802905e+003,,,,,,,,,,,
,,,,,,,3.155558e+001,5.901429e-003,1.016394e+000,3.740339e+000,1.805994e+003,,,,,,,,,,,
,,,,,,,3.234369e+001,5.273838e-003,1.020790e+000,3.261123e+000,1.808747e+003,,,,,,,,,,,
,,,,,,,3.315148e+001,4.746831e-003,1.024829e+000,2.863722e+000,1.811215e+003,,,,,,,,,,,
,,,,,,,3.397944e+001,4.313671e-003,1.028573e+000,2.538989e+000,1.813446e+003,,,,,,,,,,,
,,,,,,,3.482808e+001,3.959819e-003,1.032078e+000,2.273923e+000,1.815484e+003,,,,,,,,,,,
,,,,,,,3.569792e+001,3.671364e-003,1.035392e+000,2.056906e+000,1.817365e+003,,,,,,,,,,,
,,,,,,,3.658948e+001,3.430633e-003,1.038556e+000,1.875202e+000,1.819115e+003,,,,,,,,,,,
,,,,,,,3.750331e+001,3.224367e-003,1.041595e+000,1.719511e+000,1.820756e+003,,,,,,,,,,,
,,,,,,,3.843996e+001,3.035564e-003,1.044525e+000,1.579380e+000,1.822299e+003,,,,,,,,,,,
,,,,,,,3.940000e+001,2.861005e-003,1.047354e+000,1.452287e+000,1.823753e+003,,,,,,,,,,,
,,,,,,,4.038402e+001,2.697852e-003,1.050088e+000,1.336099e+000,1.825124e+003,,,,,,,,,,,
,,,,,,,4.139262e+001,2.543935e-003,1.052730e+000,1.229173e+000,1.826417e+003,,,,,,,,,,,
,,,,,,,4.242641e+001,2.398564e-003,1.055284e+000,1.130694e+000,1.827636e+003,,,,,,,,,,,
,,,,,,,4.348601e+001,2.260311e-003,1.057752e+000,1.039558e+000,1.828785e+003,,,,,,,,,,,
,,,,,,,4.457208e+001,2.129066e-003,1.060134e+000,9.553363e-001,1.829867e+003,,,,,,,,,,,
,,,,,,,4.568528e+001,2.004782e-003,1.062434e+000,8.776489e-001,1.830887e+003,,,,,,,,,,,
,,,,,,,4.682627e+001,1.887421e-003,1.064654e+000,8.061377e-001,1.831846e+003,,,,,,,,,,,
,,,,,,,4.799577e+001,1.777654e-003,1.066796e+000,7.407546e-001,1.832750e+003,,,,,,,,,,,
,,,,,,,4.919447e+001,1.675520e-003,1.068865e+000,6.811821e-001,1.833602e+003,,,,,,,,,,,
,,,,,,,5.042311e+001,1.581702e-003,1.070864e+000,6.273718e-001,1.834405e+003,,,,,,,,,,,
,,,,,,,5.168243e+001,1.496703e-003,1.072802e+000,5.791921e-001,1.835164e+003,,,,,,,,,,,
,,,,,,,5.297321e+001,1.421685e-003,1.074683e+000,5.367561e-001,1.835883e+003,,,,,,,,,,,
,,,,,,,5.429622e+001,1.354454e-003,1.076518e+000,4.989126e-001,1.836568e+003,,,,,,,,,,,
,,,,,,,5.565228e+001,1.297071e-003,1.078315e+000,4.661339e-001,1.837221e+003,,,,,,,,,,,
,,,,,,,5.704220e+001,1.247352e-003,1.080082e+000,4.373436e-001,1.837849e+003,,,,,,,,,,,
,,,,,,,5.846684e+001,1.203389e-003,1.081827e+000,4.116483e-001,1.838453e+003,,,,,,,,,,,
,,,,,,,5.992706e+001,1.163363e-003,1.083555e+000,3.882597e-001,1.839037e+003,,,,,,,,,,,
,,,,,,,6.142375e+001,1.125861e-003,1.085267e+000,3.665881e-001,1.839601e+003,,,,,,,,,,,
,,,,,,,6.295782e+001,1.089575e-003,1.086967e+000,3.461284e-001,1.840148e+003,,,,,,,,,,,
,,,,,,,6.453020e+001,1.053095e-003,1.088651e+000,3.263883e-001,1.840677e+003,,,,,,,,,,,
,,,,,,,6.614185e+001,1.015495e-003,1.090318e+000,3.070659e-001,1.841187e+003,,,,,,,,,,,
,,,,,,,6.779375e+001,9.754380e-004,1.091963e+000,2.877663e-001,1.841678e+003,,,,,,,,,,,
,,,,,,,6.948691e+001,9.326064e-004,1.093579e+000,2.684265e-001,1.842149e+003,,,,,,,,,,,
,,,,,,,7.122236e+001,8.868761e-004,1.095158e+000,2.490443e-001,1.842598e+003,,,,,,,,,,,
,,,,,,,7.300115e+001,8.385553e-004,1.096692e+000,2.297376e-001,1.843024e+003,,,,,,,,,,,
,,,,,,,7.482436e+001,7.888723e-004,1.098176e+000,2.108598e-001,1.843425e+003,,,,,,,,,,,
,,,,,,,7.669311e+001,7.387150e-004,1.099603e+000,1.926418e-001,1.843802e+003,,,,,,,,,,,
,,,,,,,7.860853e+001,6.891913e-004,1.100970e+000,1.753477e-001,1.844154e+003,,,,,,,,,,,
,,,,,,,8.057179e+001,6.413193e-004,1.102276e+000,1.591920e-001,1.844482e+003,,,,,,,,,,,
,,,,,,,8.258409e+001,5.961760e-004,1.103520e+000,1.443804e-001,1.844787e+003,,,,,,,,,,,
,,,,,,,8.464664e+001,5.542022e-004,1.104705e+000,1.309449e-001,1.845071e+003,,,,,,,,,,,
,,,,,,,8.676070e+001,5.165956e-004,1.105836e+000,1.190852e-001,1.845335e+003,,,,,,,,,,,
,,,,,,,8.892756e+001,4.836809e-004,1.106919e+000,1.087809e-001,1.845582e+003,,,,,,,,,,,
,,,,,,,9.114854e+001,4.553453e-004,1.107961e+000,9.991280e-002,1.845813e+003,,,,,,,,,,,
,,,,,,,9.342499e+001,4.316637e-004,1.108969e+000,9.240862e-002,1.846032e+003,,,,,,,,,,,
,,,,,,,9.575829e+001,4.115599e-004,1.109952e+000,8.595807e-002,1.846239e+003,,,,,,,,,,,
,,,,,,,9.814987e+001,3.940472e-004,1.110915e+000,8.029501e-002,1.846438e+003,,,,,,,,,,,
,,,,,,,1.006012e+002,3.781341e-004,1.111861e+000,7.517489e-002,1.846629e+003,,,,,,,,,,,
,,,,,,,1.031137e+002,3.632620e-004,1.112793e+000,7.045853e-002,1.846811e+003,,,,,,,,,,,
,,,,,,,1.056890e+002,3.485723e-004,1.113709e+000,6.596189e-002,1.846987e+003,,,,,,,,,,,
,,,,,,,1.083286e+002,3.340613e-004,1.114610e+000,6.167556e-002,1.847155e+003,,,,,,,,,,,
,,,,,,,1.110341e+002,3.197389e-004,1.115494e+000,5.759291e-002,1.847317e+003,,,,,,,,,,,
,,,,,,,1.138072e+002,3.056907e-004,1.116361e+000,5.372080e-002,1.847471e+003,,,,,,,,,,,
,,,,,,,1.166496e+002,2.919788e-004,1.117211e+000,5.006085e-002,1.847618e+003,,,,,,,,,,,
,,,,,,,1.195629e+002,2.787652e-004,1.118042e+000,4.663072e-002,1.847759e+003,,,,,,,,,,,
,,,,,,,1.225490e+002,2.660550e-004,1.118855e+000,4.342019e-002,1.847894e+003,,,,,,,,,,,
,,,,,,,1.256097e+002,2.537891e-004,1.119650e+000,4.040917e-002,1.848022e+003,,,,,,,,,,,
,,,,,,,1.287468e+002,2.417379e-004,1.120428e+000,3.755246e-002,1.848144e+003,,,,,,,,,,,
,,,,,,,1.319623e+002,2.297555e-004,1.121186e+000,3.482139e-002,1.848260e+003,,,,,,,,,,,
,,,,,,,1.352580e+002,2.172557e-004,1.121922e+000,3.212463e-002,1.848371e+003,,,,,,,,,,,
,,,,,,,1.386361e+002,2.041997e-004,1.122634e+000,2.945837e-002,1.848475e+003,,,,,,,,,,,
,,,,,,,1.420986e+002,1.906554e-004,1.123318e+000,2.683424e-002,1.848572e+003,,,,,,,,,,,
,,,,,,,1.456475e+002,1.766734e-004,1.123970e+000,2.426040e-002,1.848663e+003,,,,,,,,,,,
,,,,,,,1.492851e+002,1.626247e-004,1.124587e+000,2.178713e-002,1.848746e+003,,,,,,,,,,,
,,,,,,,1.530135e+002,1.488582e-004,1.125167e+000,1.945687e-002,1.848823e+003,,,,,,,,,,,
,,,,,,,1.568351e+002,1.357759e-004,1.125711e+000,1.731448e-002,1.848893e+003,,,,,,,,,,,
,,,,,,,1.607520e+002,1.237999e-004,1.126219e+000,1.540259e-002,1.848957e+003,,,,,,,,,,,
,,,,,,,1.647668e+002,1.133034e-004,1.126694e+000,1.375318e-002,1.849016e+003,,,,,,,,,,,
,,,,,,,1.688819e+002,1.046392e-004,1.127142e+000,1.239200e-002,1.849069e+003,,,,,,,,,,,
,,,,,,,1.730998e+002,9.811255e-005,1.127568e+000,1.133595e-002,1.849119e+003,,,,,,,,,,,
,,,,,,,1.774230e+002,9.397784e-005,1.127982e+000,1.059365e-002,1.849167e+003,,,,,,,,,,,
,,,,,,,1.818541e+002,9.227107e-005,1.128394e+000,1.014781e-002,1.849212e+003,,,,,,,,,,,
,,,,,,,1.863960e+002,9.317837e-005,1.128814e+000,9.997895e-003,1.849258e+003,,,,,,,,,,,
,,,,,,,1.910512e+002,9.659517e-005,1.129255e+000,1.011196e-002,1.849305e+003,,,,,,,,,,,
,,,,,,,1.958228e+002,1.023835e-004,1.129729e+000,1.045675e-002,1.849354e+003,,,,,,,,,,,
,,,,,,,2.007135e+002,1.104246e-004,1.130248e+000,1.100321e-002,1.849406e+003,,,,,,,,,,,
,,,,,,,2.057263e+002,1.200554e-004,1.130825e+000,1.167137e-002,1.849463e+003,,,,,,,,,,,
,,,,,,,2.108644e+002,1.311782e-004,1.131470e+000,1.244195e-002,1.849525e+003,,,,,,,,,,,
,,,,,,,2.161307e+002,1.430730e-004,1.132192e+000,1.323949e-002,1.849593e+003,,,,,,,,,,,
,,,,,,,2.215286e+002,1.550615e-004,1.132997e+000,1.399923e-002,1.849666e+003,,,,,,,,,,,
,,,,,,,2.270613e+002,1.664165e-004,1.133888e+000,1.465828e-002,1.849745e+003,,,,,,,,,,,
,,,,,,,2.327322e+002,1.768026e-004,1.134862e+000,1.519365e-002,1.849830e+003,,,,,,,,,,,
,,,,,,,2.385448e+002,1.853540e-004,1.135915e+000,1.554040e-002,1.849920e+003,,,,,,,,,,,
,,,,,,,2.445025e+002,1.918477e-004,1.137040e+000,1.569290e-002,1.850013e+003,,,,,,,,,,,
,,,,,,,2.506089e+002,1.961543e-004,1.138226e+000,1.565422e-002,1.850109e+003,,,,,,,,,,,
,,,,,,,2.568679e+002,1.981227e-004,1.139461e+000,1.542604e-002,1.850206e+003,,,,,,,,,,,
,,,,,,,2.632832e+002,1.978029e-004,1.140732e+000,1.502587e-002,1.850304e+003,,,,,,,,,,,
,,,,,,,2.698588e+002,1.952598e-004,1.142026e+000,1.447126e-002,1.850401e+003,,,,,,,,,,,
,,,,,,,2.765986e+002,1.906225e-004,1.143327e+000,1.378333e-002,1.850496e+003,,,,,,,,,,,
,,,,,,,2.835066e+002,1.841302e-004,1.144623e+000,1.298948e-002,1.850589e+003,,,,,,,,,,,
,,,,,,,2.905873e+002,1.759483e-004,1.145898e+000,1.210984e-002,1.850677e+003,,,,,,,,,,,
,,,,,,,2.978447e+002,1.663475e-004,1.147141e+000,1.117008e-002,1.850762e+003,,,,,,,,,,,
,,,,,,,3.052834e+002,1.555849e-004,1.148339e+000,1.019282e-002,1.850841e+003,,,,,,,,,,,
,,,,,,,3.129079e+002,1.439146e-004,1.149481e+000,9.198528e-003,1.850915e+003,,,,,,,,,,,
,,,,,,,3.207229e+002,1.316252e-004,1.150558e+000,8.208036e-003,1.850983e+003,,,,,,,,,,,
,,,,,,,3.287330e+002,1.189528e-004,1.151561e+000,7.237044e-003,1.851045e+003,,,,,,,,,,,
,,,,,,,3.369431e+002,1.061518e-004,1.152485e+000,6.300874e-003,1.851101e+003,,,,,,,,,,,
,,,,,,,3.453583e+002,9.345436e-005,1.153325e+000,5.412023e-003,1.851150e+003,,,,,,,,,,,
,,,,,,,3.539837e+002,8.107822e-005,1.154077e+000,4.580901e-003,1.851193e+003,,,,,,,,,,,
,,,,,,,3.628245e+002,6.919245e-005,1.154740e+000,3.814100e-003,1.851230e+003,,,,,,,,,,,
,,,,,,,3.718861e+002,5.798811e-005,1.155316e+000,3.118595e-003,1.851261e+003,,,,,,,,,,,
,,,,,,,3.811740e+002,4.759667e-005,1.155805e+000,2.497372e-003,1.851287e+003,,,,,,,,,,,
,,,,,,,3.906939e+002,3.812515e-005,1.156212e+000,1.951663e-003,1.851308e+003,,,,,,,,,,,
,,,,,,,4.004515e+002,2.967107e-005,1.156542e+000,1.481881e-003,1.851325e+003,,,,,,,,,,,
,,,,,,,4.104529e+002,2.229026e-005,1.156801e+000,1.086130e-003,1.851338e+003,,,,,,,,,,,
,,,,,,,4.207040e+002,1.602386e-005,1.156996e+000,7.617643e-004,1.851347e+003,,,,,,,,,,,
,,,,,,,4.312111e+002,1.085868e-005,1.157136e+000,5.036364e-004,1.851354e+003,,,,,,,,,,,
,,,,,,,4.419807e+002,6.757703e-006,1.157230e+000,3.057918e-004,1.851358e+003,,,,,,,,,,,
,,,,,,,4.530192e+002,3.676672e-006,1.157287e+000,1.623186e-004,1.851361e+003,,,,,,,,,,,
,,,,,,,4.643335e+002,1.595924e-006,1.157316e+000,6.874044e-005,1.851362e+003,,,,,,,,,,,
,,,,,,,4.759303e+002,4.613443e-007,1.157327e+000,1.938706e-005,1.851362e+003,,,,,,,,,,,
,,,,,,,4.878167e+002,0.000000e+000,1.157329e+000,0.000000e+000,1.851363e+003,,,,,,,,,,,
