,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,,,,,,
,,,,,,,4.722253e+000,7.564625e-003,9.167735e-004,3.203820e+001,3.995274e+000,,,3.421220e-005,9.348510e+001,9.357420e+001,,,,,,
,,,,,,,4.840192e+000,1.390101e-002,2.164892e-003,5.743990e+001,9.229053e+000,,,4.382660e-005,1.012180e+002,1.018483e+002,,,,,,
,,,,,,,4.961076e+000,2.156439e-002,4.298049e-003,8.693432e+001,1.792734e+001,,,5.509100e-005,1.089660e+002,1.106231e+002,,,,,,
,,,,,,,5.084980e+000,3.001982e-002,7.492142e-003,1.180725e+002,3.063720e+001,,,6.858710e-005,1.166870e+002,1.184680e+002,,,,,,
,,,,,,,5.211978e+000,3.844828e-002,1.184635e-002,1.475381e+002,4.754537e+001,,,8.469240e-005,1.244260e+002,1.265397e+002,,,,,,
Lambda,,2.5,,,,,5.342148e+000,4.610545e-002,1.736374e-002,1.726102e+002,6.844947e+001,,,1.037200e-004,1.321520e+002,1.343987e+002,,,,,,
,,,,,,,5.475569e+000,5.222520e-002,2.395305e-002,1.907572e+002,9.277721e+001,,,1.265860e-004,1.398840e+002,1.421602e+002,,,,,,
St Dev of Fit,,1.83124173797191,,,,,5.612322e+000,5.642959e-002,3.141367e-002,2.010918e+002,1.196888e+002,,,1.535160e-004,1.475850e+002,1.498566e+002,,,,,,
,,,,,,,5.752491e+000,5.801872e-002,3.946550e-002,2.017169e+002,1.480281e+002,,,1.853770e-004,1.552910e+002,1.572037e+002,,,,,,
,,,,,,,5.896160e+000,5.701036e-002,4.776070e-002,1.933813e+002,1.764633e+002,,,2.240570e-004,1.630140e+002,1.643638e+002,,,,,,
,,,,,,,6.043417e+000,5.352407e-002,5.592913e-002,1.771318e+002,2.038342e+002,,,2.708700e-004,1.707570e+002,1.715982e+002,,,,,,
,,,,,,,6.194353e+000,4.786725e-002,6.361070e-002,1.545513e+002,2.289230e+002,,,3.279790e-004,1.784600e+002,1.783573e+002,,,,,,
,,,,,,,6.349058e+000,4.116682e-002,7.050966e-002,1.296785e+002,2.509312e+002,,,3.988590e-004,1.861670e+002,1.848461e+002,,,,,,
,,,,,,,6.507626e+000,3.396946e-002,7.646333e-002,1.043989e+002,2.694627e+002,,,6.658720e-004,2.054750e+002,2.013725e+002,,,,,,
,,,,,,,6.670155e+000,2.741163e-002,8.143199e-002,8.219187e+001,2.845711e+002,,,1.156400e-003,2.246180e+002,2.187350e+002,,,,,,
,,,,,,,6.836743e+000,2.245793e-002,8.555410e-002,6.569773e+001,2.967842e+002,,,2.095460e-003,2.434210e+002,2.383699e+002,,,,,,
,,,,,,,7.007492e+000,2.018706e-002,8.912110e-002,5.761564e+001,3.071409e+002,,,3.870120e-003,2.616090e+002,2.631289e+002,,,,,,
,,,,,,,7.182505e+000,2.034433e-002,9.261287e-002,5.664967e+001,3.169842e+002,,,6.959880e-003,2.789170e+002,2.824043e+002,,,,,,
,,,,,,,7.361889e+000,2.405472e-002,9.654663e-002,6.534932e+001,3.277996e+002,,,1.166180e-002,2.951100e+002,2.964485e+002,,,,,,
,,,,,,,7.545754e+000,3.097153e-002,1.015531e-001,8.208996e+001,3.412816e+002,,,1.794330e-002,3.102580e+002,3.075146e+002,,,,,,
,,,,,,,7.734210e+000,4.046038e-002,1.082433e-001,1.046271e+002,3.587867e+002,,,2.574640e-002,3.244090e+002,3.253864e+002,,,,,,
,,,,,,,7.927373e+000,5.208761e-002,1.171627e-001,1.314120e+002,3.815563e+002,,,3.484900e-002,3.376740e+002,3.376789e+002,,,,,,
,,,,,,,8.125361e+000,6.456600e-002,1.287115e-001,1.589246e+002,4.103393e+002,,,4.509860e-002,3.502020e+002,3.499162e+002,,,,,,
,,,,,,,8.328293e+000,7.670486e-002,1.430663e-001,1.842031e+002,4.452263e+002,,,5.642530e-002,3.619920e+002,3.660150e+002,,,,,,
,,,,,,,8.536293e+000,8.716211e-002,1.601687e-001,2.042154e+002,4.857244e+002,,,6.872260e-002,3.732110e+002,3.717487e+002,,,,,,
,,,,,,,8.749488e+000,9.507705e-002,1.796647e-001,2.173317e+002,5.308331e+002,,,8.197380e-002,3.837970e+002,3.811814e+002,,,,,,
,,,,,,,8.968008e+000,9.921697e-002,2.009647e-001,2.212687e+002,5.789193e+002,,,9.614440e-002,3.938030e+002,3.941082e+002,,,,,,
,,,,,,,9.191985e+000,9.948457e-002,2.232921e-001,2.164594e+002,6.280388e+002,,,1.526450e-001,4.242100e+002,4.240837e+002,,,,,,
,,,,,,,9.421557e+000,9.590021e-002,2.457924e-001,2.035761e+002,6.763973e+002,,,2.073280e-001,4.439580e+002,4.445381e+002,,,,,,
,,,,,,,9.656861e+000,8.883704e-002,2.675936e-001,1.839874e+002,7.220938e+002,,,2.684950e-001,4.585940e+002,4.585748e+002,,,,,,
,,,,,,,9.898043e+000,7.942964e-002,2.879254e-001,1.604956e+002,7.636948e+002,,,3.185010e-001,4.665900e+002,4.664992e+002,,,,,,
,,,,,,,1.014525e+001,6.837687e-002,3.062109e-001,1.347959e+002,8.001998e+002,,,3.652310e-001,4.720860e+002,4.721675e+002,,,,,,
,,,,,,,1.039863e+001,5.682563e-002,3.220640e-001,1.092945e+002,8.311032e+002,,,3.976500e-001,4.752530e+002,4.753061e+002,,,,,,
,,,,,,,1.065833e+001,4.575882e-002,3.353566e-001,8.586486e+001,8.563665e+002,,,4.485810e-001,4.796070e+002,4.797469e+002,,,,,,
,,,,,,,1.092453e+001,3.615938e-002,3.461829e-001,6.619851e+001,8.764793e+002,,,4.984290e-001,4.835080e+002,4.834865e+002,,,,,,
,,,,,,,1.119737e+001,2.797163e-002,3.548716e-001,4.996108e+001,8.921991e+002,,,5.486910e-001,4.871500e+002,4.871494e+002,,,,,,
,,,,,,,1.147703e+001,2.208289e-002,3.618170e-001,3.848190e+001,9.044579e+002,,,5.985400e-001,4.906350e+002,4.906575e+002,,,,,,
,,,,,,,1.176367e+001,1.823960e-002,3.675448e-001,3.101006e+001,9.143365e+002,,,6.488350e-001,4.939870e+002,4.940465e+002,,,,,,
,,,,,,,1.205747e+001,1.613194e-002,3.725506e-001,2.675843e+001,9.227447e+002,,,6.986830e-001,4.971970e+002,4.971878e+002,,,,,,
,,,,,,,1.235860e+001,1.548300e-002,3.772802e-001,2.505622e+001,9.304941e+002,,,7.487170e-001,5.003730e+002,5.004302e+002,,,,,,
,,,,,,,1.266726e+001,1.580036e-002,3.820896e-001,2.494677e+001,9.381631e+002,,,7.985070e-001,5.035760e+002,5.035757e+002,,,,,,
,,,,,,,1.298363e+001,1.665860e-002,3.872147e-001,2.566093e+001,9.461547e+002,,,8.484940e-001,5.068790e+002,5.069073e+002,,,,,,
,,,,,,,1.330790e+001,1.784109e-002,3.928027e-001,2.681278e+001,9.546523e+002,,,8.985270e-001,5.105290e+002,5.105446e+002,,,,,,
,,,,,,,1.364026e+001,1.927658e-002,3.989670e-001,2.826424e+001,9.638012e+002,,,9.468810e-001,5.151390e+002,5.151552e+002,,,,,,
,,,,,,,1.398093e+001,2.088143e-002,4.058039e-001,2.987131e+001,9.737010e+002,,,9.848880e-001,5.217570e+002,5.233416e+002,,,,,,
,,,,,,,1.433011e+001,2.263337e-002,4.133981e-001,3.158856e+001,9.844369e+002,,,9.926900e-001,5.250890e+002,5.235168e+002,,,,,,
,,,,,,,1.468800e+001,2.450157e-002,4.218311e-001,3.336270e+001,9.960601e+002,,,,,,,,,,,
,,,,,,,1.505484e+001,2.639771e-002,4.311704e-001,3.506874e+001,1.008618e+003,,,,,,,,,,,
,,,,,,,1.543083e+001,2.819871e-002,4.414413e-001,3.654853e+001,1.022093e+003,,,,,,,,,,,
,,,,,,,1.581622e+001,2.977820e-002,4.526230e-001,3.765527e+001,1.036406e+003,,,,,,,,,,,
,,,,,,,1.621123e+001,3.104667e-002,4.646491e-001,3.830265e+001,1.051423e+003,,,,,,,,,,,
,,,,,,,1.661611e+001,3.192838e-002,4.774129e-001,3.843062e+001,1.066976e+003,,,,,,,,,,,
,,,,,,,1.703110e+001,3.235450e-002,4.907714e-001,3.799460e+001,1.082854e+003,,,,,,,,,,,
,,,,,,,1.745646e+001,3.233240e-002,5.045472e-001,3.704348e+001,1.098832e+003,,,,,,,,,,,
,,,,,,,1.789243e+001,3.180744e-002,5.185462e-001,3.555407e+001,1.114675e+003,,,,,,,,,,,
,,,,,,,1.833930e+001,3.080469e-002,5.325535e-001,3.359418e+001,1.130134e+003,,,,,,,,,,,
,,,,,,,1.879733e+001,2.936912e-002,5.463498e-001,3.124818e+001,1.144997e+003,,,,,,,,,,,
,,,,,,,1.926679e+001,2.754918e-002,5.597216e-001,2.859758e+001,1.159051e+003,,,,,,,,,,,
,,,,,,,1.974799e+001,2.546897e-002,5.724839e-001,2.579399e+001,1.172138e+003,,,,,,,,,,,
,,,,,,,2.024119e+001,2.323560e-002,5.844965e-001,2.295872e+001,1.184157e+003,,,,,,,,,,,
,,,,,,,2.074672e+001,2.095607e-002,5.956631e-001,2.020182e+001,1.195059e+003,,,,,,,,,,,
,,,,,,,2.126487e+001,1.871622e-002,6.059345e-001,1.760294e+001,1.204842e+003,,,,,,,,,,,
,,,,,,,2.179597e+001,1.660094e-002,6.153040e-001,1.523304e+001,1.213548e+003,,,,,,,,,,,
,,,,,,,2.234032e+001,1.465621e-002,6.238005e-001,1.312086e+001,1.221254e+003,,,,,,,,,,,
,,,,,,,2.289828e+001,1.291836e-002,6.314809e-001,1.128326e+001,1.228047e+003,,,,,,,,,,,
,,,,,,,2.347017e+001,1.138856e-002,6.384198e-001,9.704709e+000,1.234036e+003,,,,,,,,,,,
,,,,,,,2.405634e+001,1.003689e-002,6.446893e-001,8.344486e+000,1.239314e+003,,,,,,,,,,,
,,,,,,,2.465715e+001,8.840741e-003,6.503518e-001,7.170936e+000,1.243965e+003,,,,,,,,,,,
,,,,,,,2.527296e+001,7.768651e-003,6.554591e-001,6.147796e+000,1.248056e+003,,,,,,,,,,,
,,,,,,,2.590416e+001,6.794126e-003,6.600495e-001,5.245587e+000,1.251645e+003,,,,,,,,,,,
,,,,,,,2.655112e+001,5.899903e-003,6.641510e-001,4.444184e+000,1.254774e+003,,,,,,,,,,,
,,,,,,,2.721424e+001,5.089126e-003,6.677893e-001,3.740047e+000,1.257481e+003,,,,,,,,,,,
,,,,,,,2.789392e+001,4.356048e-003,6.709936e-001,3.123296e+000,1.259808e+003,,,,,,,,,,,
,,,,,,,2.859057e+001,3.707051e-003,6.737961e-001,2.593198e+000,1.261794e+003,,,,,,,,,,,
,,,,,,,2.930463e+001,3.146349e-003,6.762366e-001,2.147339e+000,1.263481e+003,,,,,,,,,,,
,,,,,,,3.003651e+001,2.678715e-003,6.783606e-001,1.783639e+000,1.264914e+003,,,,,,,,,,,
,,,,,,,3.078668e+001,2.292828e-003,6.802191e-001,1.489494e+000,1.266136e+003,,,,,,,,,,,
,,,,,,,3.155558e+001,1.991971e-003,6.818608e-001,1.262516e+000,1.267190e+003,,,,,,,,,,,
,,,,,,,3.234369e+001,1.764085e-003,6.833360e-001,1.090838e+000,1.268114e+003,,,,,,,,,,,
,,,,,,,3.315148e+001,1.596891e-003,6.846894e-001,9.633906e-001,1.268941e+003,,,,,,,,,,,
,,,,,,,3.397944e+001,1.479422e-003,6.859598e-001,8.707746e-001,1.269698e+003,,,,,,,,,,,
,,,,,,,3.482808e+001,1.398180e-003,6.871785e-001,8.029038e-001,1.270406e+003,,,,,,,,,,,
,,,,,,,3.569792e+001,1.340897e-003,6.883684e-001,7.512464e-001,1.271081e+003,,,,,,,,,,,
,,,,,,,3.658948e+001,1.296084e-003,6.895438e-001,7.084465e-001,1.271731e+003,,,,,,,,,,,
,,,,,,,3.750331e+001,1.257113e-003,6.907105e-001,6.704010e-001,1.272361e+003,,,,,,,,,,,
,,,,,,,3.843996e+001,1.214737e-003,6.918683e-001,6.320176e-001,1.272971e+003,,,,,,,,,,,
,,,,,,,3.940000e+001,1.168650e-003,6.930127e-001,5.932234e-001,1.273559e+003,,,,,,,,,,,
,,,,,,,4.038402e+001,1.118760e-003,6.941383e-001,5.540605e-001,1.274124e+003,,,,,,,,,,,
,,,,,,,4.139262e+001,1.065829e-003,6.952401e-001,5.149851e-001,1.274663e+003,,,,,,,,,,,
,,,,,,,4.242641e+001,1.011512e-003,6.963138e-001,4.768311e-001,1.275175e+003,,,,,,,,,,,
,,,,,,,4.348601e+001,9.572882e-004,6.973567e-001,4.402741e-001,1.275661e+003,,,,,,,,,,,
,,,,,,,4.457208e+001,9.045713e-004,6.983674e-001,4.058914e-001,1.276120e+003,,,,,,,,,,,
,,,,,,,4.568528e+001,8.545059e-004,6.993460e-001,3.740837e-001,1.276554e+003,,,,,,,,,,,
,,,,,,,4.682627e+001,8.082237e-004,7.002939e-001,3.452010e-001,1.276964e+003,,,,,,,,,,,
,,,,,,,4.799577e+001,7.647747e-004,7.012131e-001,3.186842e-001,1.277352e+003,,,,,,,,,,,
,,,,,,,4.919447e+001,7.251335e-004,7.021057e-001,2.948028e-001,1.277719e+003,,,,,,,,,,,
,,,,,,,5.042311e+001,6.879208e-004,7.029735e-001,2.728593e-001,1.278068e+003,,,,,,,,,,,
,,,,,,,5.168243e+001,6.521583e-004,7.038172e-001,2.523713e-001,1.278398e+003,,,,,,,,,,,
,,,,,,,5.297321e+001,6.165830e-004,7.046363e-001,2.327905e-001,1.278711e+003,,,,,,,,,,,
,,,,,,,5.429622e+001,5.825501e-004,7.054294e-001,2.145822e-001,1.279007e+003,,,,,,,,,,,
,,,,,,,5.565228e+001,5.490964e-004,7.061965e-001,1.973312e-001,1.279286e+003,,,,,,,,,,,
,,,,,,,5.704220e+001,5.175639e-004,7.069373e-001,1.814670e-001,1.279549e+003,,,,,,,,,,,
,,,,,,,5.846684e+001,4.888961e-004,7.076537e-001,1.672388e-001,1.279797e+003,,,,,,,,,,,
,,,,,,,5.992706e+001,4.641391e-004,7.083490e-001,1.549013e-001,1.280032e+003,,,,,,,,,,,
,,,,,,,6.142375e+001,4.435544e-004,7.090276e-001,1.444244e-001,1.280256e+003,,,,,,,,,,,
,,,,,,,6.295782e+001,4.272190e-004,7.096950e-001,1.357159e-001,1.280471e+003,,,,,,,,,,,
,,,,,,,6.453020e+001,4.142515e-004,7.103562e-001,1.283900e-001,1.280678e+003,,,,,,,,,,,
,,,,,,,6.614185e+001,4.031233e-004,7.110147e-001,1.218966e-001,1.280880e+003,,,,,,,,,,,
,,,,,,,6.779375e+001,3.923460e-004,7.116717e-001,1.157470e-001,1.281076e+003,,,,,,,,,,,
,,,,,,,6.948691e+001,3.807170e-004,7.123263e-001,1.095795e-001,1.281267e+003,,,,,,,,,,,
,,,,,,,7.122236e+001,3.672962e-004,7.129757e-001,1.031407e-001,1.281451e+003,,,,,,,,,,,
,,,,,,,7.300115e+001,3.515740e-004,7.136154e-001,9.632013e-002,1.281629e+003,,,,,,,,,,,
,,,,,,,7.482436e+001,3.342326e-004,7.142408e-001,8.933790e-002,1.281798e+003,,,,,,,,,,,
,,,,,,,7.669311e+001,3.153708e-004,7.148479e-001,8.224228e-002,1.281958e+003,,,,,,,,,,,
,,,,,,,7.860853e+001,2.957674e-004,7.154332e-001,7.525072e-002,1.282109e+003,,,,,,,,,,,
,,,,,,,8.057179e+001,2.761415e-004,7.159945e-001,6.854545e-002,1.282250e+003,,,,,,,,,,,
,,,,,,,8.258409e+001,2.572479e-004,7.165307e-001,6.229963e-002,1.282382e+003,,,,,,,,,,,
,,,,,,,8.464664e+001,2.394345e-004,7.170426e-001,5.657271e-002,1.282504e+003,,,,,,,,,,,
,,,,,,,8.676070e+001,2.235321e-004,7.175315e-001,5.152842e-002,1.282618e+003,,,,,,,,,,,
,,,,,,,8.892756e+001,2.098030e-004,7.180005e-001,4.718514e-002,1.282725e+003,,,,,,,,,,,
,,,,,,,9.114854e+001,1.982439e-004,7.184531e-001,4.349909e-002,1.282826e+003,,,,,,,,,,,
,,,,,,,9.342499e+001,1.889591e-004,7.188934e-001,4.045152e-002,1.282921e+003,,,,,,,,,,,
,,,,,,,9.575829e+001,1.813623e-004,7.193251e-001,3.787918e-002,1.283012e+003,,,,,,,,,,,
,,,,,,,9.814987e+001,1.749162e-004,7.197509e-001,3.564267e-002,1.283100e+003,,,,,,,,,,,
,,,,,,,1.006012e+002,1.690753e-004,7.201725e-001,3.361299e-002,1.283185e+003,,,,,,,,,,,
,,,,,,,1.031137e+002,1.635464e-004,7.205904e-001,3.172155e-002,1.283267e+003,,,,,,,,,,,
,,,,,,,1.056890e+002,1.578555e-004,7.210042e-001,2.987169e-002,1.283346e+003,,,,,,,,,,,
,,,,,,,1.083286e+002,1.520331e-004,7.214132e-001,2.806888e-002,1.283423e+003,,,,,,,,,,,
,,,,,,,1.110341e+002,1.461158e-004,7.218165e-001,2.631909e-002,1.283496e+003,,,,,,,,,,,
,,,,,,,1.138072e+002,1.401834e-004,7.222134e-001,2.463524e-002,1.283567e+003,,,,,,,,,,,
,,,,,,,1.166496e+002,1.343093e-004,7.226035e-001,2.302784e-002,1.283635e+003,,,,,,,,,,,
,,,,,,,1.195629e+002,1.286144e-004,7.229864e-001,2.151411e-002,1.283699e+003,,,,,,,,,,,
,,,,,,,1.225490e+002,1.231370e-004,7.233621e-001,2.009597e-002,1.283762e+003,,,,,,,,,,,
,,,,,,,1.256097e+002,1.178763e-004,7.237309e-001,1.876866e-002,1.283821e+003,,,,,,,,,,,
,,,,,,,1.287468e+002,1.127353e-004,7.240927e-001,1.751272e-002,1.283878e+003,,,,,,,,,,,
,,,,,,,1.319623e+002,1.076532e-004,7.244470e-001,1.631576e-002,1.283932e+003,,,,,,,,,,,
,,,,,,,1.352580e+002,1.023319e-004,7.247931e-001,1.513137e-002,1.283984e+003,,,,,,,,,,,
,,,,,,,1.386361e+002,9.676445e-005,7.251294e-001,1.395948e-002,1.284033e+003,,,,,,,,,,,
,,,,,,,1.420986e+002,9.099872e-005,7.254545e-001,1.280783e-002,1.284080e+003,,,,,,,,,,,
,,,,,,,1.456475e+002,8.507221e-005,7.257669e-001,1.168193e-002,1.284123e+003,,,,,,,,,,,
,,,,,,,1.492851e+002,7.919015e-005,7.260656e-001,1.060925e-002,1.284163e+003,,,,,,,,,,,
,,,,,,,1.530135e+002,7.354419e-005,7.263502e-001,9.612770e-003,1.284201e+003,,,,,,,,,,,
,,,,,,,1.568351e+002,6.834901e-005,7.266211e-001,8.716037e-003,1.284236e+003,,,,,,,,,,,
,,,,,,,1.607520e+002,6.381935e-005,7.268796e-001,7.940098e-003,1.284269e+003,,,,,,,,,,,
,,,,,,,1.647668e+002,6.015005e-005,7.271282e-001,7.301233e-003,1.284299e+003,,,,,,,,,,,
,,,,,,,1.688819e+002,5.750906e-005,7.273698e-001,6.810564e-003,1.284328e+003,,,,,,,,,,,
,,,,,,,1.730998e+002,5.603860e-005,7.276089e-001,6.474717e-003,1.284356e+003,,,,,,,,,,,
,,,,,,,1.774230e+002,5.584957e-005,7.278502e-001,6.295641e-003,1.284384e+003,,,,,,,,,,,
,,,,,,,1.818541e+002,5.691390e-005,7.280995e-001,6.259291e-003,1.284411e+003,,,,,,,,,,,
,,,,,,,1.863960e+002,5.930564e-005,7.283630e-001,6.363404e-003,1.284440e+003,,,,,,,,,,,
,,,,,,,1.910512e+002,6.291766e-005,7.286470e-001,6.586470e-003,1.284470e+003,,,,,,,,,,,
,,,,,,,1.958228e+002,6.762609e-005,7.289581e-001,6.906867e-003,1.284502e+003,,,,,,,,,,,
,,,,,,,2.007135e+002,7.331579e-005,7.293023e-001,7.305517e-003,1.284537e+003,,,,,,,,,,,
,,,,,,,2.057263e+002,7.955593e-005,7.296852e-001,7.734152e-003,1.284575e+003,,,,,,,,,,,
,,,,,,,2.108644e+002,8.624084e-005,7.301111e-001,8.179745e-003,1.284616e+003,,,,,,,,,,,
,,,,,,,2.161307e+002,9.291237e-005,7.305831e-001,8.597794e-003,1.284660e+003,,,,,,,,,,,
,,,,,,,2.215286e+002,9.917408e-005,7.311019e-001,8.953613e-003,1.284707e+003,,,,,,,,,,,
,,,,,,,2.270613e+002,1.046218e-004,7.316663e-001,9.215292e-003,1.284758e+003,,,,,,,,,,,
,,,,,,,2.327322e+002,1.091656e-004,7.322732e-001,9.381222e-003,1.284810e+003,,,,,,,,,,,
,,,,,,,2.385448e+002,1.124395e-004,7.329179e-001,9.427119e-003,1.284865e+003,,,,,,,,,,,
,,,,,,,2.445025e+002,1.143984e-004,7.335943e-001,9.357648e-003,1.284921e+003,,,,,,,,,,,
,,,,,,,2.506089e+002,1.150406e-004,7.342955e-001,9.180886e-003,1.284978e+003,,,,,,,,,,,
,,,,,,,2.568679e+002,1.143473e-004,7.350141e-001,8.903194e-003,1.285034e+003,,,,,,,,,,,
,,,,,,,2.632832e+002,1.123998e-004,7.357420e-001,8.538314e-003,1.285090e+003,,,,,,,,,,,
,,,,,,,2.698588e+002,1.092819e-004,7.364714e-001,8.099189e-003,1.285145e+003,,,,,,,,,,,
,,,,,,,2.765986e+002,1.051052e-004,7.371944e-001,7.599835e-003,1.285198e+003,,,,,,,,,,,
,,,,,,,2.835066e+002,1.000297e-004,7.379034e-001,7.056605e-003,1.285249e+003,,,,,,,,,,,
,,,,,,,2.905873e+002,9.417692e-005,7.385913e-001,6.481834e-003,1.285297e+003,,,,,,,,,,,
,,,,,,,2.978447e+002,8.771315e-005,7.392515e-001,5.889857e-003,1.285342e+003,,,,,,,,,,,
,,,,,,,3.052834e+002,8.079407e-005,7.398784e-001,5.293053e-003,1.285383e+003,,,,,,,,,,,
,,,,,,,3.129079e+002,7.357050e-005,7.404669e-001,4.702374e-003,1.285421e+003,,,,,,,,,,,
,,,,,,,3.207229e+002,6.619803e-005,7.410130e-001,4.128052e-003,1.285456e+003,,,,,,,,,,,
,,,,,,,3.287330e+002,5.881272e-005,7.415135e-001,3.578145e-003,1.285487e+003,,,,,,,,,,,
,,,,,,,3.369431e+002,5.154669e-005,7.419663e-001,3.059667e-003,1.285514e+003,,,,,,,,,,,
,,,,,,,3.453583e+002,4.451801e-005,7.423702e-001,2.578076e-003,1.285537e+003,,,,,,,,,,,
,,,,,,,3.539837e+002,3.783808e-005,7.427249e-001,2.137843e-003,1.285558e+003,,,,,,,,,,,
,,,,,,,3.628245e+002,3.157482e-005,7.430313e-001,1.740501e-003,1.285575e+003,,,,,,,,,,,
,,,,,,,3.718861e+002,2.582386e-005,7.432908e-001,1.388805e-003,1.285589e+003,,,,,,,,,,,
,,,,,,,3.811740e+002,2.063441e-005,7.435060e-001,1.082677e-003,1.285600e+003,,,,,,,,,,,
,,,,,,,3.906939e+002,1.604012e-005,7.436800e-001,8.211095e-004,1.285609e+003,,,,,,,,,,,
,,,,,,,4.004515e+002,1.207269e-005,7.438165e-001,6.029541e-004,1.285616e+003,,,,,,,,,,,
,,,,,,,4.104529e+002,8.730886e-006,7.439200e-001,4.254270e-004,1.285621e+003,,,,,,,,,,,
,,,,,,,4.207040e+002,6.008458e-006,7.439950e-001,2.856383e-004,1.285625e+003,,,,,,,,,,,
,,,,,,,4.312111e+002,3.880256e-006,7.440463e-001,1.799701e-004,1.285627e+003,,,,,,,,,,,
,,,,,,,4.419807e+002,2.285493e-006,7.440790e-001,1.034205e-004,1.285629e+003,,,,,,,,,,,
,,,,,,,4.530192e+002,1.187131e-006,7.440977e-001,5.240976e-005,1.285630e+003,,,,,,,,,,,
,,,,,,,4.643335e+002,5.010983e-007,7.441069e-001,2.158355e-005,1.285630e+003,,,,,,,,,,,
,,,,,,,4.759303e+002,1.448558e-007,7.441104e-001,6.087269e-006,1.285630e+003,,,,,,,,,,,
,,,,,,,4.878167e+002,0.000000e+000,7.441112e-001,0.000000e+000,1.285630e+003,,,,,,,,,,,
