,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,,,,,,
,,,,,,,1.621123e+001,3.322812e-002,5.051110e-001,4.099394e+001,1.092991e+003,,,2.422420e-004,1.773960e+002,1.781037e+002,,,,,,
,,,,,,,1.661611e+001,3.244755e-002,5.184145e-001,3.905553e+001,1.109203e+003,,,2.586240e-004,1.802560e+002,1.810213e+002,,,,,,
,,,,,,,1.703110e+001,3.141438e-002,5.316748e-001,3.689060e+001,1.124967e+003,,,2.762300e-004,1.831050e+002,1.839825e+002,,,,,,
,,,,,,,1.745646e+001,3.017710e-002,5.447807e-001,3.457414e+001,1.140170e+003,,,2.955300e-004,1.859610e+002,1.866246e+002,,,,,,
,,,,,,,1.789243e+001,2.874583e-002,5.576300e-001,3.213183e+001,1.154712e+003,,,3.159050e-004,1.888040e+002,1.894138e+002,,,,,,
,,,,,,,1.833930e+001,2.717418e-002,5.701270e-001,2.963491e+001,1.168512e+003,,,3.378600e-004,1.916660e+002,1.920639e+002,,,,,,
,,,,,,,1.879733e+001,2.550806e-002,5.821930e-001,2.714009e+001,1.181511e+003,,,3.618610e-004,1.945300e+002,1.946303e+002,,,,,,
,,,,,,,1.926679e+001,2.378125e-002,5.937654e-001,2.468625e+001,1.193673e+003,,,3.947660e-004,1.973870e+002,1.980951e+002,,,,,,
,,,,,,,1.974799e+001,2.204084e-002,6.047896e-001,2.232212e+001,1.204978e+003,,,4.227210e-004,2.002270e+002,2.006854e+002,,,,,,
,,,,,,,2.024119e+001,2.029089e-002,6.152265e-001,2.004910e+001,1.215420e+003,,,4.533130e-004,2.030730e+002,2.035201e+002,,,,,,
,,,,,,,2.074672e+001,1.857873e-002,6.250457e-001,1.791004e+001,1.225008e+003,,,4.869300e-004,2.059310e+002,2.062896e+002,,,,,,
,,,,,,,2.126487e+001,1.693055e-002,6.342390e-001,1.592349e+001,1.233763e+003,,,5.230050e-004,2.087720e+002,2.088964e+002,,,,,,
,,,,,,,2.179597e+001,1.538040e-002,6.428134e-001,1.411307e+001,1.241730e+003,,,5.616650e-004,2.116200e+002,2.116899e+002,,,,,,
,,,,,,,2.234032e+001,1.391325e-002,6.507815e-001,1.245573e+001,1.248952e+003,,,6.042950e-004,2.144440e+002,2.141037e+002,,,,,,
,,,,,,,2.289828e+001,1.251671e-002,6.581502e-001,1.093245e+001,1.255469e+003,,,6.508400e-004,2.172790e+002,2.167155e+002,,,,,,
,,,,,,,2.347017e+001,1.118984e-002,6.649236e-001,9.535377e+000,1.261314e+003,,,7.007610e-004,2.201090e+002,2.193098e+002,,,,,,
,,,,,,,2.405634e+001,9.936573e-003,6.711100e-001,8.261086e+000,1.266522e+003,,,7.555610e-004,2.229350e+002,2.219267e+002,,,,,,
,,,,,,,2.465715e+001,8.763258e-003,6.767221e-001,7.108087e+000,1.271132e+003,,,8.157890e-004,2.257530e+002,2.247670e+002,,,,,,
,,,,,,,2.527296e+001,7.669375e-003,6.817764e-001,6.069233e+000,1.275182e+003,,,8.819580e-004,2.285600e+002,2.274328e+002,,,,,,
,,,,,,,2.590416e+001,6.654807e-003,6.862917e-001,5.138022e+000,1.278712e+003,,,9.528200e-004,2.313610e+002,2.302877e+002,,,,,,
,,,,,,,2.655112e+001,5.720601e-003,6.902895e-001,4.309122e+000,1.281762e+003,,,9.701740e-004,2.320970e+002,2.309869e+002,,,,,,
,,,,,,,2.721424e+001,4.873184e-003,6.937961e-001,3.581349e+000,1.284371e+003,,,9.911510e-004,2.328570e+002,2.317022e+002,,,,,,
,,,,,,,2.789392e+001,4.114632e-003,6.968442e-001,2.950200e+000,1.286585e+003,,,1.010110e-003,2.336390e+002,2.323225e+002,,,,,,
,,,,,,,2.859057e+001,3.451977e-003,6.994729e-001,2.414766e+000,1.288448e+003,,,1.034150e-003,2.344490e+002,2.331091e+002,,,,,,
,,,,,,,2.930463e+001,2.888777e-003,7.017297e-001,1.971550e+000,1.290008e+003,,,1.059090e-003,2.352840e+002,2.339252e+002,,,,,,
,,,,,,,3.003651e+001,2.425624e-003,7.036678e-001,1.615117e+000,1.291315e+003,,,1.084840e-003,2.361330e+002,2.347677e+002,,,,,,
,,,,,,,3.078668e+001,2.051604e-003,7.053413e-001,1.332787e+000,1.292416e+003,,,1.112410e-003,2.369980e+002,2.356698e+002,,,,,,
,,,,,,,3.155558e+001,1.757802e-003,7.068005e-001,1.114099e+000,1.293353e+003,,,1.126360e-003,2.374380e+002,2.361262e+002,,,,,,
,,,,,,,3.234369e+001,1.535045e-003,7.080931e-001,9.492087e-001,1.294162e+003,,,1.156830e-003,2.383450e+002,2.371232e+002,,,,,,
,,,,,,,3.315148e+001,1.372670e-003,7.092633e-001,8.281200e-001,1.294877e+003,,,1.186540e-003,2.392440e+002,2.380047e+002,,,,,,
,,,,,,,3.397944e+001,1.261501e-003,7.103506e-001,7.425084e-001,1.295525e+003,,,1.202490e-003,2.397120e+002,2.384392e+002,,,,,,
,,,,,,,3.482808e+001,1.186615e-003,7.113872e-001,6.814129e-001,1.296128e+003,,,1.236350e-003,2.406490e+002,2.393616e+002,,,,,,
,,,,,,,3.569792e+001,1.134451e-003,7.123953e-001,6.355837e-001,1.296700e+003,,,1.252760e-003,2.411240e+002,2.398087e+002,,,,,,
,,,,,,,3.658948e+001,1.092078e-003,7.133881e-001,5.969356e-001,1.297249e+003,,,1.271260e-003,2.416210e+002,2.403127e+002,,,,,,
,,,,,,,3.750331e+001,1.052622e-003,7.143686e-001,5.613487e-001,1.297778e+003,,,1.301240e-003,2.424560e+002,2.411294e+002,,,,,,
,,,,,,,3.843996e+001,1.005635e-003,7.153330e-001,5.232240e-001,1.298286e+003,,,1.320500e-003,2.429480e+002,2.416541e+002,,,,,,
,,,,,,,3.940000e+001,9.521952e-004,7.162732e-001,4.833478e-001,1.298769e+003,,,1.360070e-003,2.439200e+002,2.427321e+002,,,,,,
,,,,,,,4.038402e+001,8.936349e-004,7.171816e-001,4.425685e-001,1.299225e+003,,,1.379910e-003,2.444290e+002,2.432725e+002,,,,,,
,,,,,,,4.139262e+001,8.331871e-004,7.180521e-001,4.025776e-001,1.299651e+003,,,1.401970e-003,2.449440e+002,2.438642e+002,,,,,,
,,,,,,,4.242641e+001,7.743380e-004,7.188824e-001,3.650264e-001,1.300047e+003,,,1.419440e-003,2.453840e+002,2.442575e+002,,,,,,
,,,,,,,4.348601e+001,7.218283e-004,7.196743e-001,3.319818e-001,1.300416e+003,,,1.438290e-003,2.458410e+002,2.446818e+002,,,,,,
,,,,,,,4.457208e+001,6.776224e-004,7.204333e-001,3.040569e-001,1.300761e+003,,,1.477870e-003,2.467400e+002,2.455728e+002,,,,,,
,,,,,,,4.568528e+001,6.427701e-004,7.211671e-001,2.813905e-001,1.301086e+003,,,1.501120e-003,2.472600e+002,2.460962e+002,,,,,,
,,,,,,,4.682627e+001,6.167230e-004,7.218850e-001,2.634090e-001,1.301396e+003,,,1.525860e-003,2.477890e+002,2.466532e+002,,,,,,
,,,,,,,4.799577e+001,5.963001e-004,7.225940e-001,2.484803e-001,1.301696e+003,,,1.547790e-003,2.482600e+002,2.471468e+002,,,,,,
,,,,,,,4.919447e+001,5.778667e-004,7.232976e-001,2.349316e-001,1.301985e+003,,,1.569910e-003,2.487350e+002,2.476448e+002,,,,,,
,,,,,,,5.042311e+001,5.587472e-004,7.239961e-001,2.216235e-001,1.302265e+003,,,1.591740e-003,2.492060e+002,2.481362e+002,,,,,,
,,,,,,,5.168243e+001,5.374992e-004,7.246868e-001,2.080007e-001,1.302536e+003,,,1.615830e-003,2.496900e+002,2.486785e+002,,,,,,
,,,,,,,5.297321e+001,5.131102e-004,7.253648e-001,1.937244e-001,1.302795e+003,,,1.640060e-003,2.501810e+002,2.492240e+002,,,,,,
,,,,,,,5.429622e+001,4.872413e-004,7.260265e-001,1.794752e-001,1.303042e+003,,,1.665430e-003,2.506740e+002,2.497951e+002,,,,,,
,,,,,,,5.565228e+001,4.624766e-004,7.266701e-001,1.662022e-001,1.303276e+003,,,1.690910e-003,2.511730e+002,2.503307e+002,,,,,,
,,,,,,,5.704220e+001,4.403029e-004,7.272969e-001,1.543780e-001,1.303499e+003,,,1.716400e-003,2.516760e+002,2.508159e+002,,,,,,
,,,,,,,5.846684e+001,4.212735e-004,7.279100e-001,1.441068e-001,1.303711e+003,,,1.743970e-003,2.521840e+002,2.513407e+002,,,,,,
,,,,,,,5.992706e+001,4.064669e-004,7.285139e-001,1.356539e-001,1.303915e+003,,,1.771380e-003,2.526910e+002,2.518624e+002,,,,,,
,,,,,,,6.142375e+001,3.948192e-004,7.291131e-001,1.285559e-001,1.304113e+003,,,1.799890e-003,2.531960e+002,2.524050e+002,,,,,,
,,,,,,,6.295782e+001,3.852751e-004,7.297113e-001,1.223915e-001,1.304305e+003,,,1.828100e-003,2.537080e+002,2.529420e+002,,,,,,
,,,,,,,6.453020e+001,3.761618e-004,7.303101e-001,1.165848e-001,1.304493e+003,,,1.859930e-003,2.542530e+002,2.535478e+002,,,,,,
,,,,,,,6.614185e+001,3.663198e-004,7.309088e-001,1.107679e-001,1.304676e+003,,,1.890730e-003,2.547960e+002,2.541340e+002,,,,,,
,,,,,,,6.779375e+001,3.537945e-004,7.315039e-001,1.043738e-001,1.304854e+003,,,1.923590e-003,2.553430e+002,2.547595e+002,,,,,,
,,,,,,,6.948691e+001,3.384393e-004,7.320903e-001,9.741094e-002,1.305025e+003,,,1.958730e-003,2.559150e+002,2.554283e+002,,,,,,
,,,,,,,7.122236e+001,3.203125e-004,7.326623e-001,8.994718e-002,1.305188e+003,,,2.126870e-003,2.585530e+002,2.583318e+002,,,,,,
,,,,,,,7.300115e+001,3.000629e-004,7.332141e-001,8.220772e-002,1.305341e+003,,,2.279160e-003,2.607290e+002,2.608075e+002,,,,,,
,,,,,,,7.482436e+001,2.790371e-004,7.337419e-001,7.458456e-002,1.305483e+003,,,2.442830e-003,2.629180e+002,2.634681e+002,,,,,,
,,,,,,,7.669311e+001,2.586690e-004,7.342441e-001,6.745561e-002,1.305616e+003,,,2.524750e-003,2.639600e+002,2.647998e+002,,,,,,
,,,,,,,7.860853e+001,2.400317e-004,7.347212e-001,6.107015e-002,1.305739e+003,,,2.708440e-003,2.661720e+002,2.676104e+002,,,,,,
,,,,,,,8.057179e+001,2.238933e-004,7.351760e-001,5.557610e-002,1.305853e+003,,,2.808030e-003,2.672970e+002,2.687745e+002,,,,,,
,,,,,,,8.258409e+001,2.110068e-004,7.356127e-001,5.110107e-002,1.305960e+003,,,3.025910e-003,2.696170e+002,2.713213e+002,,,,,,
,,,,,,,8.464664e+001,2.005160e-004,7.360366e-001,4.737720e-002,1.306062e+003,,,3.139430e-003,2.707550e+002,2.726483e+002,,,,,,
,,,,,,,8.676070e+001,1.927024e-004,7.364518e-001,4.442160e-002,1.306159e+003,,,3.265320e-003,2.719640e+002,2.741198e+002,,,,,,
,,,,,,,8.892756e+001,1.866794e-004,7.368625e-001,4.198460e-002,1.306252e+003,,,3.378120e-003,2.730160e+002,2.754383e+002,,,,,,
,,,,,,,9.114854e+001,1.816962e-004,7.372715e-001,3.986815e-002,1.306343e+003,,,3.503080e-003,2.741410e+002,2.768990e+002,,,,,,
,,,,,,,9.342499e+001,1.770408e-004,7.376798e-001,3.790009e-002,1.306432e+003,,,3.637040e-003,2.752880e+002,2.779885e+002,,,,,,
,,,,,,,9.575829e+001,1.722326e-004,7.380873e-001,3.597237e-002,1.306518e+003,,,3.773110e-003,2.764080e+002,2.790252e+002,,,,,,
,,,,,,,9.814987e+001,1.668690e-004,7.384929e-001,3.400290e-002,1.306601e+003,,,2.308300e-002,3.385210e+002,3.376088e+002,,,,,,
,,,,,,,1.006012e+002,1.607818e-004,7.388947e-001,3.196419e-002,1.306682e+003,,,4.390200e-002,3.680260e+002,3.691892e+002,,,,,,
,,,,,,,1.031137e+002,1.540982e-004,7.392904e-001,2.988898e-002,1.306760e+003,,,6.721810e-002,3.910430e+002,3.920001e+002,,,,,,
,,,,,,,1.056890e+002,1.468187e-004,7.396779e-001,2.778317e-002,1.306834e+003,,,7.862810e-002,4.002340e+002,3.988428e+002,,,,,,
,,,,,,,1.083286e+002,1.392077e-004,7.400554e-001,2.570102e-002,1.306905e+003,,,8.925260e-002,4.078690e+002,4.078488e+002,,,,,,
,,,,,,,1.110341e+002,1.315000e-004,7.404216e-001,2.368641e-002,1.306972e+003,,,1.067160e-001,4.189140e+002,4.205608e+002,,,,,,
,,,,,,,1.138072e+002,1.238656e-004,7.407756e-001,2.176762e-002,1.307035e+003,,,1.293290e-001,4.311360e+002,4.297329e+002,,,,,,
,,,,,,,1.166496e+002,1.164904e-004,7.411171e-001,1.997271e-002,1.307094e+003,,,1.541630e-001,4.424250e+002,4.433283e+002,,,,,,
,,,,,,,1.195629e+002,1.094608e-004,7.414461e-001,1.831016e-002,1.307150e+003,,,1.788940e-001,4.518880e+002,4.515643e+002,,,,,,
,,,,,,,1.225490e+002,1.029769e-004,7.417630e-001,1.680583e-002,1.307202e+003,,,2.024730e-001,4.595070e+002,4.597250e+002,,,,,,
,,,,,,,1.256097e+002,9.720195e-005,7.420691e-001,1.547682e-002,1.307251e+003,,,2.247590e-001,4.656300e+002,4.656309e+002,,,,,,
,,,,,,,1.287468e+002,9.232263e-005,7.423660e-001,1.434174e-002,1.307298e+003,,,2.457910e-001,4.706070e+002,4.706943e+002,,,,,,
,,,,,,,1.319623e+002,8.818623e-005,7.426559e-001,1.336537e-002,1.307343e+003,,,2.667590e-001,4.748830e+002,4.751107e+002,,,,,,
,,,,,,,1.352580e+002,8.499202e-005,7.429410e-001,1.256739e-002,1.307385e+003,,,2.880460e-001,4.785780e+002,4.783922e+002,,,,,,
,,,,,,,1.386361e+002,8.252450e-005,7.432238e-001,1.190519e-002,1.307427e+003,,,3.096450e-001,4.818190e+002,4.818060e+002,,,,,,
,,,,,,,1.420986e+002,8.061560e-005,7.435061e-001,1.134643e-002,1.307467e+003,,,3.315180e-001,4.846560e+002,4.847508e+002,,,,,,
,,,,,,,1.456475e+002,7.910729e-005,7.437894e-001,1.086284e-002,1.307506e+003,,,3.529950e-001,4.870910e+002,4.872676e+002,,,,,,
,,,,,,,1.492851e+002,7.795072e-005,7.440749e-001,1.044320e-002,1.307545e+003,,,3.749000e-001,4.893010e+002,4.892509e+002,,,,,,
,,,,,,,1.530135e+002,7.708751e-005,7.443639e-001,1.007591e-002,1.307583e+003,,,3.969740e-001,4.912810e+002,4.913012e+002,,,,,,
,,,,,,,1.568351e+002,7.638274e-005,7.446571e-001,9.740519e-003,1.307621e+003,,,4.191750e-001,4.931190e+002,4.931814e+002,,,,,,
,,,,,,,1.607520e+002,7.560329e-005,7.449547e-001,9.406200e-003,1.307658e+003,,,4.409570e-001,4.948060e+002,4.949130e+002,,,,,,
,,,,,,,1.647668e+002,7.458405e-005,7.452564e-001,9.053284e-003,1.307696e+003,,,4.630940e-001,4.964420e+002,4.965748e+002,,,,,,
,,,,,,,1.688819e+002,7.303925e-005,7.455603e-001,8.649742e-003,1.307732e+003,,,4.851000e-001,4.980190e+002,4.979886e+002,,,,,,
,,,,,,,1.730998e+002,7.073819e-005,7.458638e-001,8.173111e-003,1.307767e+003,,,5.070350e-001,4.995100e+002,4.995117e+002,,,,,,
,,,,,,,1.774230e+002,6.759821e-005,7.461632e-001,7.620007e-003,1.307802e+003,,,5.290770e-001,5.009730e+002,5.009767e+002,,,,,,
,,,,,,,1.818541e+002,6.379055e-005,7.464545e-001,7.015574e-003,1.307834e+003,,,5.509670e-001,5.023820e+002,5.023743e+002,,,,,,
,,,,,,,1.863960e+002,5.935846e-005,7.467343e-001,6.369072e-003,1.307864e+003,,,5.730990e-001,5.037730e+002,5.037439e+002,,,,,,
,,,,,,,1.910512e+002,5.453465e-005,7.469995e-001,5.708903e-003,1.307893e+003,,,5.952490e-001,5.051550e+002,5.052403e+002,,,,,,
,,,,,,,1.958228e+002,4.953585e-005,7.472478e-001,5.059253e-003,1.307918e+003,,,6.173430e-001,5.065000e+002,5.065439e+002,,,,,,
,,,,,,,2.007135e+002,4.458799e-005,7.474778e-001,4.442950e-003,1.307941e+003,,,6.392090e-001,5.078110e+002,5.079056e+002,,,,,,
,,,,,,,2.057263e+002,3.984489e-005,7.476892e-001,3.873582e-003,1.307962e+003,,,6.610930e-001,5.091060e+002,5.090861e+002,,,,,,
,,,,,,,2.108644e+002,3.554065e-005,7.478826e-001,3.370949e-003,1.307981e+003,,,6.829050e-001,5.103690e+002,5.103441e+002,,,,,,
,,,,,,,2.161307e+002,3.176670e-005,7.480595e-001,2.939582e-003,1.307997e+003,,,7.051970e-001,5.116460e+002,5.116827e+002,,,,,,
,,,,,,,2.215286e+002,2.860984e-005,7.482222e-001,2.582947e-003,1.308012e+003,,,7.273850e-001,5.129380e+002,5.129753e+002,,,,,,
,,,,,,,2.270613e+002,2.614685e-005,7.483733e-001,2.303065e-003,1.308026e+003,,,7.493560e-001,5.141840e+002,5.142468e+002,,,,,,
,,,,,,,2.327322e+002,2.447268e-005,7.485164e-001,2.103076e-003,1.308038e+003,,,7.710460e-001,5.154380e+002,5.154332e+002,,,,,,
,,,,,,,2.385448e+002,2.366031e-005,7.486558e-001,1.983721e-003,1.308050e+003,,,7.929240e-001,5.167030e+002,5.166980e+002,,,,,,
,,,,,,,2.445025e+002,2.378977e-005,7.487967e-001,1.945974e-003,1.308062e+003,,,8.148270e-001,5.179810e+002,5.180094e+002,,,,,,
,,,,,,,2.506089e+002,2.490563e-005,7.489448e-001,1.987609e-003,1.308074e+003,,,8.370900e-001,5.193240e+002,5.193611e+002,,,,,,
,,,,,,,2.568679e+002,2.706028e-005,7.491069e-001,2.106941e-003,1.308086e+003,,,8.589720e-001,5.206930e+002,5.207048e+002,,,,,,
