,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,,,,,,
,,,,,,,2.632832e+002,3.023119e-005,7.492902e-001,2.296476e-003,1.308101e+003,,,8.810980e-001,5.221610e+002,5.221763e+002,,,,,,
,,,,,,,2.698588e+002,3.438460e-005,7.495022e-001,2.548340e-003,1.308116e+003,,,9.035030e-001,5.237500e+002,5.237679e+002,,,,,,
,,,,,,,2.765986e+002,3.944334e-005,7.497505e-001,2.852028e-003,1.308135e+003,,,9.248450e-001,5.254840e+002,5.255065e+002,,,,,,
,,,,,,,2.835066e+002,4.519729e-005,7.500425e-001,3.188447e-003,1.308155e+003,,,9.465780e-001,5.275730e+002,5.275816e+002,,,,,,
,,,,,,,2.905873e+002,5.154524e-005,7.503848e-001,3.547660e-003,1.308179e+003,,,9.680280e-001,5.304630e+002,5.304918e+002,,,,,,
,,,,,,,2.978447e+002,5.821428e-005,7.507831e-001,3.909035e-003,1.308206e+003,,,9.869640e-001,5.352980e+002,5.353064e+002,,,,,,
,,,,,,,3.052834e+002,6.493105e-005,7.512412e-001,4.253820e-003,1.308237e+003,,,,,,,,,,,
,,,,,,,3.129079e+002,7.135952e-005,7.517612e-001,4.561055e-003,1.308270e+003,,,,,,,,,,,
,,,,,,,3.207229e+002,7.706000e-005,7.523419e-001,4.805395e-003,1.308307e+003,,,,,,,,,,,
,,,,,,,3.287330e+002,8.164516e-005,7.529784e-001,4.967263e-003,1.308346e+003,,,,,,,,,,,
,,,,,,,3.369431e+002,8.474262e-005,7.536627e-001,5.030084e-003,1.308387e+003,,,,,,,,,,,
,,,,,,,3.453583e+002,8.607277e-005,7.543828e-001,4.984548e-003,1.308430e+003,,,,,,,,,,,
,,,,,,,3.539837e+002,8.538078e-005,7.551241e-001,4.823995e-003,1.308472e+003,,,,,,,,,,,
,,,,,,,3.628245e+002,8.289569e-005,7.558694e-001,4.569465e-003,1.308514e+003,,,,,,,,,,,
,,,,,,,3.718861e+002,7.850251e-005,7.566019e-001,4.221857e-003,1.308553e+003,,,,,,,,,,,
,,,,,,,3.811740e+002,7.244414e-005,7.573041e-001,3.801106e-003,1.308591e+003,,,,,,,,,,,
,,,,,,,3.906939e+002,6.501755e-005,7.579593e-001,3.328311e-003,1.308625e+003,,,,,,,,,,,
,,,,,,,4.004515e+002,5.647398e-005,7.585526e-001,2.820515e-003,1.308655e+003,,,,,,,,,,,
,,,,,,,4.104529e+002,4.726051e-005,7.590715e-001,2.302847e-003,1.308680e+003,,,,,,,,,,,
,,,,,,,4.207040e+002,3.778371e-005,7.595073e-001,1.796214e-003,1.308701e+003,,,,,,,,,,,
,,,,,,,4.312111e+002,2.831481e-005,7.598548e-001,1.313269e-003,1.308718e+003,,,,,,,,,,,
,,,,,,,4.419807e+002,1.944234e-005,7.601115e-001,8.797825e-004,1.308729e+003,,,,,,,,,,,
,,,,,,,4.530192e+002,1.137145e-005,7.602802e-001,5.020295e-004,1.308737e+003,,,,,,,,,,,
,,,,,,,4.643335e+002,5.135916e-006,7.603711e-001,2.212167e-004,1.308741e+003,,,,,,,,,,,
,,,,,,,4.759303e+002,1.484673e-006,7.604065e-001,6.239036e-005,1.308743e+003,,,,,,,,,,,
,,,,,,,4.878167e+002,0.000000e+000,7.604152e-001,0.000000e+000,1.308743e+003,,,,,,,,,,,
