,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,,,,,,
,,,,,,,4.722253e+000,2.196158e-002,5.892084e-003,9.301315e+001,2.609351e+001,,,1.505350e-004,1.143870e+002,1.153271e+002,,,,,,
,,,,,,,4.840192e+000,2.749055e-002,8.810599e-003,1.135928e+002,3.829836e+001,,,2.052910e-004,1.238240e+002,1.242097e+002,,,,,,
,,,,,,,4.961076e+000,3.269490e-002,1.245465e-002,1.318057e+002,5.316559e+001,,,2.812920e-004,1.332530e+002,1.331345e+002,,,,,,
,,,,,,,5.084980e+000,3.721261e-002,1.679569e-002,1.463628e+002,7.044642e+001,,,3.894110e-004,1.426790e+002,1.415171e+002,,,,,,
,,,,,,,5.211978e+000,4.068796e-002,2.175611e-002,1.561325e+002,8.970321e+001,,,9.298620e-004,1.658740e+002,1.620227e+002,,,,,,
Lambda,,2.5,,,,,5.342148e+000,4.281623e-002,2.720765e-002,1.602959e+002,1.103634e+002,,,2.381310e-003,1.874200e+002,1.847509e+002,,,,,,
,,,,,,,5.475569e+000,4.335067e-002,3.297980e-002,1.583422e+002,1.316825e+002,,,5.820060e-003,2.057780e+002,2.083176e+002,,,,,,
St Dev of Fit,,1.28110690426023,,,,,5.612322e+000,4.239747e-002,3.886380e-002,1.510871e+002,1.529113e+002,,,1.162280e-002,2.204390e+002,2.216303e+002,,,,,,
,,,,,,,5.752491e+000,3.977879e-002,4.463963e-002,1.383011e+002,1.732439e+002,,,1.914140e-002,2.324400e+002,2.310040e+002,,,,,,
,,,,,,,5.896160e+000,3.583895e-002,5.008498e-002,1.215671e+002,1.919235e+002,,,2.784910e-002,2.426300e+002,2.431412e+002,,,,,,
,,,,,,,6.043417e+000,3.093823e-002,5.501051e-002,1.023865e+002,2.084309e+002,,,3.727510e-002,2.515850e+002,2.514087e+002,,,,,,
,,,,,,,6.194353e+000,2.552549e-002,5.927354e-002,8.241536e+001,2.223678e+002,,,4.726820e-002,2.596740e+002,2.600021e+002,,,,,,
,,,,,,,6.349058e+000,2.027519e-002,6.280944e-002,6.386834e+001,2.336494e+002,,,5.772570e-002,2.671030e+002,2.693045e+002,,,,,,
,,,,,,,6.507626e+000,1.573704e-002,6.564980e-002,4.836490e+001,2.424915e+002,,,6.851820e-002,2.739420e+002,2.731639e+002,,,,,,
,,,,,,,6.670155e+000,1.250325e-002,6.792076e-002,3.749014e+001,2.494089e+002,,,7.957700e-002,2.803060e+002,2.785030e+002,,,,,,
,,,,,,,6.836743e+000,1.103797e-002,6.985196e-002,3.229013e+001,2.551298e+002,,,9.083870e-002,2.862430e+002,2.856630e+002,,,,,,
,,,,,,,7.007492e+000,1.188737e-002,7.175421e-002,3.392759e+001,2.606590e+002,,,1.022800e-001,2.918130e+002,2.924529e+002,,,,,,
,,,,,,,7.182505e+000,1.458920e-002,7.403320e-002,4.062428e+001,2.670808e+002,,,1.479490e-001,3.106810e+002,3.106989e+002,,,,,,
,,,,,,,7.361889e+000,1.967547e-002,7.707680e-002,5.345222e+001,2.754465e+002,,,1.984430e-001,3.273530e+002,3.275211e+002,,,,,,
,,,,,,,7.545754e+000,2.665421e-002,8.130902e-002,7.064692e+001,2.868237e+002,,,2.505020e-001,3.415550e+002,3.416935e+002,,,,,,
,,,,,,,7.734210e+000,3.491709e-002,8.709396e-002,9.029257e+001,3.019600e+002,,,3.016150e-001,3.533960e+002,3.533951e+002,,,,,,
,,,,,,,7.927373e+000,4.398389e-002,9.471239e-002,1.109671e+002,3.214093e+002,,,3.513900e-001,3.634180e+002,3.633159e+002,,,,,,
,,,,,,,8.125361e+000,5.296835e-002,1.043220e-001,1.303778e+002,3.453454e+002,,,3.984810e-001,3.716970e+002,3.716027e+002,,,,,,
,,,,,,,8.328293e+000,6.106848e-002,1.159175e-001,1.466531e+002,3.735282e+002,,,4.489500e-001,3.793280e+002,3.796087e+002,,,,,,
,,,,,,,8.536293e+000,6.749296e-002,1.293357e-001,1.581318e+002,4.053115e+002,,,4.985970e-001,3.859850e+002,3.858855e+002,,,,,,
,,,,,,,8.749488e+000,7.183314e-002,1.442389e-001,1.641996e+002,4.397955e+002,,,5.488220e-001,3.918770e+002,3.918806e+002,,,,,,
,,,,,,,8.968008e+000,7.342540e-002,1.601599e-001,1.637496e+002,4.757399e+002,,,5.986800e-001,3.970210e+002,3.970375e+002,,,,,,
,,,,,,,9.191985e+000,7.233496e-002,1.765334e-001,1.573870e+002,5.117727e+002,,,6.489100e-001,4.014990e+002,4.015024e+002,,,,,,
,,,,,,,9.421557e+000,6.868412e-002,1.927671e-001,1.458021e+002,5.466640e+002,,,6.988610e-001,4.052640e+002,4.052896e+002,,,,,,
,,,,,,,9.656861e+000,6.278394e-002,2.082763e-001,1.300297e+002,5.791753e+002,,,7.490260e-001,4.083860e+002,4.083952e+002,,,,,,
,,,,,,,9.898043e+000,5.537716e-002,2.225502e-001,1.118952e+002,6.083820e+002,,,7.988820e-001,4.111920e+002,4.111964e+002,,,,,,
,,,,,,,1.014525e+001,4.694028e-002,2.352060e-001,9.253648e+001,6.336488e+002,,,8.488070e-001,4.142400e+002,4.142532e+002,,,,,,
,,,,,,,1.039863e+001,3.821024e-002,2.459873e-001,7.349092e+001,6.546603e+002,,,8.984470e-001,4.178790e+002,4.178828e+002,,,,,,
,,,,,,,1.065833e+001,2.983123e-002,2.548032e-001,5.597729e+001,6.714165e+002,,,9.476810e-001,4.231480e+002,4.231576e+002,,,,,,
,,,,,,,1.092453e+001,2.247269e-002,2.617105e-001,4.114172e+001,6.842519e+002,,,9.857980e-001,4.335540e+002,4.361492e+002,,,,,,
,,,,,,,1.119737e+001,1.615469e-002,2.669361e-001,2.885444e+001,6.937075e+002,,,9.930470e-001,4.388960e+002,4.363060e+002,,,,,,
,,,,,,,1.147703e+001,1.154227e-002,2.707682e-001,2.011369e+001,7.004727e+002,,,,,,,,,,,
,,,,,,,1.176367e+001,8.512344e-003,2.736015e-001,1.447226e+001,7.053673e+002,,,,,,,,,,,
,,,,,,,1.205747e+001,6.880117e-003,2.758267e-001,1.141221e+001,7.091055e+002,,,,,,,,,,,
,,,,,,,1.235860e+001,6.482374e-003,2.778122e-001,1.049046e+001,7.123589e+002,,,,,,,,,,,
,,,,,,,1.266726e+001,6.948000e-003,2.798676e-001,1.097001e+001,7.156351e+002,,,,,,,,,,,
,,,,,,,1.298363e+001,7.949301e-003,2.822142e-001,1.224512e+001,7.192936e+002,,,,,,,,,,,
,,,,,,,1.330790e+001,9.264911e-003,2.850012e-001,1.392393e+001,7.235283e+002,,,,,,,,,,,
,,,,,,,1.364026e+001,1.077206e-002,2.883297e-001,1.579450e+001,7.284677e+002,,,,,,,,,,,
,,,,,,,1.398093e+001,1.233451e-002,2.922658e-001,1.764476e+001,7.341666e+002,,,,,,,,,,,
,,,,,,,1.433011e+001,1.389926e-002,2.968477e-001,1.939869e+001,7.406404e+002,,,,,,,,,,,
,,,,,,,1.468800e+001,1.541618e-002,3.020968e-001,2.099153e+001,7.478749e+002,,,,,,,,,,,
,,,,,,,1.505484e+001,1.682719e-002,3.080165e-001,2.235453e+001,7.558345e+002,,,,,,,,,,,
,,,,,,,1.543083e+001,1.807383e-002,3.145850e-001,2.342561e+001,7.644523e+002,,,,,,,,,,,
,,,,,,,1.581622e+001,1.909763e-002,3.217564e-001,2.414942e+001,7.736319e+002,,,,,,,,,,,
,,,,,,,1.621123e+001,1.985501e-002,3.294601e-001,2.449537e+001,7.832501e+002,,,,,,,,,,,
,,,,,,,1.661611e+001,2.031365e-002,3.376031e-001,2.445055e+001,7.931723e+002,,,,,,,,,,,
,,,,,,,1.703110e+001,2.044947e-002,3.460754e-001,2.401427e+001,8.032419e+002,,,,,,,,,,,
,,,,,,,1.745646e+001,2.031506e-002,3.547560e-001,2.327513e+001,8.133107e+002,,,,,,,,,,,
,,,,,,,1.789243e+001,1.990162e-002,3.635314e-001,2.224585e+001,8.232416e+002,,,,,,,,,,,
,,,,,,,1.833930e+001,1.927296e-002,3.722907e-001,2.101820e+001,8.329127e+002,,,,,,,,,,,
,,,,,,,1.879733e+001,1.848900e-002,3.809429e-001,1.967194e+001,8.422332e+002,,,,,,,,,,,
,,,,,,,1.926679e+001,1.761084e-002,3.894164e-001,1.828102e+001,8.511401e+002,,,,,,,,,,,
,,,,,,,1.974799e+001,1.667664e-002,3.976651e-001,1.688946e+001,8.595984e+002,,,,,,,,,,,
,,,,,,,2.024119e+001,1.575260e-002,4.056603e-001,1.556489e+001,8.675972e+002,,,,,,,,,,,
,,,,,,,2.074672e+001,1.486857e-002,4.133966e-001,1.433342e+001,8.751494e+002,,,,,,,,,,,
,,,,,,,2.126487e+001,1.404491e-002,4.208830e-001,1.320950e+001,8.822785e+002,,,,,,,,,,,
,,,,,,,2.179597e+001,1.330404e-002,4.281409e-001,1.220780e+001,8.890216e+002,,,,,,,,,,,
,,,,,,,2.234032e+001,1.264822e-002,4.351998e-001,1.132322e+001,8.954213e+002,,,,,,,,,,,
,,,,,,,2.289828e+001,1.207762e-002,4.420932e-001,1.054894e+001,9.015173e+002,,,,,,,,,,,
,,,,,,,2.347017e+001,1.158190e-002,4.488545e-001,9.869465e+000,9.073512e+002,,,,,,,,,,,
,,,,,,,2.405634e+001,1.113955e-002,4.555110e-001,9.261223e+000,9.129542e+002,,,,,,,,,,,
,,,,,,,2.465715e+001,1.073434e-002,4.620802e-001,8.706880e+000,9.183490e+002,,,,,,,,,,,
,,,,,,,2.527296e+001,1.034451e-002,4.685698e-001,8.186230e+000,9.235483e+002,,,,,,,,,,,
,,,,,,,2.590416e+001,9.951051e-003,4.749752e-001,7.682975e+000,9.285554e+002,,,,,,,,,,,
,,,,,,,2.655112e+001,9.536023e-003,4.812813e-001,7.183142e+000,9.333639e+002,,,,,,,,,,,
,,,,,,,2.721424e+001,9.100010e-003,4.874619e-001,6.687683e+000,9.379628e+002,,,,,,,,,,,
,,,,,,,2.789392e+001,8.626957e-003,4.934874e-001,6.185547e+000,9.423371e+002,,,,,,,,,,,
,,,,,,,2.859057e+001,8.125004e-003,4.993235e-001,5.683694e+000,9.464700e+002,,,,,,,,,,,
,,,,,,,2.930463e+001,7.603400e-003,5.049393e-001,5.189215e+000,9.503507e+002,,,,,,,,,,,
,,,,,,,3.003651e+001,7.072926e-003,5.103089e-001,4.709552e+000,9.539711e+002,,,,,,,,,,,
,,,,,,,3.078668e+001,6.548429e-003,5.154163e-001,4.254066e+000,9.573306e+002,,,,,,,,,,,
,,,,,,,3.155558e+001,6.046227e-003,5.202557e-001,3.832112e+000,9.604363e+002,,,,,,,,,,,
,,,,,,,3.234369e+001,5.579188e-003,5.248327e-001,3.449939e+000,9.633031e+002,,,,,,,,,,,
,,,,,,,3.315148e+001,5.153940e-003,5.291634e-001,3.109328e+000,9.659486e+002,,,,,,,,,,,
,,,,,,,3.397944e+001,4.777965e-003,5.332713e-001,2.812268e+000,9.683968e+002,,,,,,,,,,,
,,,,,,,3.482808e+001,4.442930e-003,5.371807e-001,2.551349e+000,9.706702e+002,,,,,,,,,,,
,,,,,,,3.569792e+001,4.140772e-003,5.409113e-001,2.319895e+000,9.727865e+002,,,,,,,,,,,
,,,,,,,3.658948e+001,3.859847e-003,5.444770e-001,2.109812e+000,9.747592e+002,,,,,,,,,,,
,,,,,,,3.750331e+001,3.593150e-003,5.478817e-001,1.916178e+000,9.765977e+002,,,,,,,,,,,
,,,,,,,3.843996e+001,3.329184e-003,5.511228e-001,1.732147e+000,9.783052e+002,,,,,,,,,,,
,,,,,,,3.940000e+001,3.070389e-003,5.541937e-001,1.558573e+000,9.798836e+002,,,,,,,,,,,
,,,,,,,4.038402e+001,2.818942e-003,5.570901e-001,1.396068e+000,9.813360e+002,,,,,,,,,,,
,,,,,,,4.139262e+001,2.576684e-003,5.598098e-001,1.244997e+000,9.826666e+002,,,,,,,,,,,
,,,,,,,4.242641e+001,2.344961e-003,5.623523e-001,1.105425e+000,9.838803e+002,,,,,,,,,,,
,,,,,,,4.348601e+001,2.125131e-003,5.647190e-001,9.773860e-001,9.849825e+002,,,,,,,,,,,
,,,,,,,4.457208e+001,1.918155e-003,5.669129e-001,8.606978e-001,9.859793e+002,,,,,,,,,,,
,,,,,,,4.568528e+001,1.724811e-003,5.689389e-001,7.550838e-001,9.868774e+002,,,,,,,,,,,
,,,,,,,4.682627e+001,1.545689e-003,5.708029e-001,6.601800e-001,9.876836e+002,,,,,,,,,,,
,,,,,,,4.799577e+001,1.380894e-003,5.725124e-001,5.754234e-001,9.884050e+002,,,,,,,,,,,
,,,,,,,4.919447e+001,1.230650e-003,5.740758e-001,5.003204e-001,9.890486e+002,,,,,,,,,,,
,,,,,,,5.042311e+001,1.094951e-003,5.755026e-001,4.343050e-001,9.896217e+002,,,,,,,,,,,
,,,,,,,5.168243e+001,9.736171e-004,5.768032e-001,3.767691e-001,9.901314e+002,,,,,,,,,,,
,,,,,,,5.297321e+001,8.668029e-004,5.779889e-001,3.272608e-001,9.905847e+002,,,,,,,,,,,
,,,,,,,5.429622e+001,7.727069e-004,5.790716e-001,2.846264e-001,9.909886e+002,,,,,,,,,,,
,,,,,,,5.565228e+001,6.916923e-004,5.800629e-001,2.485764e-001,9.913493e+002,,,,,,,,,,,
,,,,,,,5.704220e+001,6.220414e-004,5.809745e-001,2.180987e-001,9.916730e+002,,,,,,,,,,,
,,,,,,,5.846684e+001,5.622027e-004,5.818168e-001,1.923150e-001,9.919647e+002,,,,,,,,,,,
,,,,,,,5.992706e+001,5.107096e-004,5.825991e-001,1.704437e-001,9.922291e+002,,,,,,,,,,,
,,,,,,,6.142375e+001,4.663098e-004,5.833293e-001,1.518337e-001,9.924698e+002,,,,,,,,,,,
,,,,,,,6.295782e+001,4.278607e-004,5.840143e-001,1.359198e-001,9.926902e+002,,,,,,,,,,,
,,,,,,,6.453020e+001,3.943654e-004,5.846601e-001,1.222266e-001,9.928928e+002,,,,,,,,,,,
,,,,,,,6.614185e+001,3.651042e-004,5.852715e-001,1.104004e-001,9.930800e+002,,,,,,,,,,,
,,,,,,,6.779375e+001,3.392746e-004,5.858527e-001,1.000902e-001,9.932537e+002,,,,,,,,,,,
,,,,,,,6.948691e+001,3.163839e-004,5.864074e-001,9.106288e-002,9.934153e+002,,,,,,,,,,,
,,,,,,,7.122236e+001,2.960037e-004,5.869383e-001,8.312102e-002,9.935662e+002,,,,,,,,,,,
,,,,,,,7.300115e+001,2.778229e-004,5.874483e-001,7.611465e-002,9.937077e+002,,,,,,,,,,,
,,,,,,,7.482436e+001,2.616785e-004,5.879398e-001,6.994472e-002,9.938407e+002,,,,,,,,,,,
,,,,,,,7.669311e+001,2.474309e-004,5.884151e-001,6.452494e-002,9.939662e+002,,,,,,,,,,,
,,,,,,,7.860853e+001,2.349280e-004,5.888768e-001,5.977164e-002,9.940851e+002,,,,,,,,,,,
,,,,,,,8.057179e+001,2.240329e-004,5.893270e-001,5.561074e-002,9.941983e+002,,,,,,,,,,,
,,,,,,,8.258409e+001,2.146492e-004,5.897681e-001,5.198319e-002,9.943065e+002,,,,,,,,,,,
,,,,,,,8.464664e+001,2.065974e-004,5.902022e-001,4.881410e-002,9.944103e+002,,,,,,,,,,,
,,,,,,,8.676070e+001,1.998664e-004,5.906316e-001,4.607302e-002,9.945105e+002,,,,,,,,,,,
,,,,,,,8.892756e+001,1.943014e-004,5.910584e-001,4.369881e-002,9.946077e+002,,,,,,,,,,,
,,,,,,,9.114854e+001,1.896671e-004,5.914846e-001,4.161714e-002,9.947024e+002,,,,,,,,,,,
,,,,,,,9.342499e+001,1.857915e-004,5.919118e-001,3.977342e-002,9.947950e+002,,,,,,,,,,,
,,,,,,,9.575829e+001,1.822526e-004,5.923412e-001,3.806514e-002,9.948858e+002,,,,,,,,,,,
,,,,,,,9.814987e+001,1.786714e-004,5.927728e-001,3.640787e-002,9.949748e+002,,,,,,,,,,,
,,,,,,,1.006012e+002,1.747048e-004,5.932060e-001,3.473215e-002,9.950620e+002,,,,,,,,,,,
,,,,,,,1.031137e+002,1.701981e-004,5.936395e-001,3.301174e-002,9.951471e+002,,,,,,,,,,,
,,,,,,,1.056890e+002,1.648811e-004,5.940711e-001,3.120119e-002,9.952298e+002,,,,,,,,,,,
,,,,,,,1.083286e+002,1.588037e-004,5.944984e-001,2.931889e-002,9.953097e+002,,,,,,,,,,,
,,,,,,,1.110341e+002,1.520250e-004,5.949190e-001,2.738348e-002,9.953864e+002,,,,,,,,,,,
,,,,,,,1.138072e+002,1.446387e-004,5.953304e-001,2.541819e-002,9.954596e+002,,,,,,,,,,,
,,,,,,,1.166496e+002,1.368293e-004,5.957305e-001,2.345989e-002,9.955291e+002,,,,,,,,,,,
,,,,,,,1.195629e+002,1.287180e-004,5.961173e-001,2.153143e-002,9.955946e+002,,,,,,,,,,,
,,,,,,,1.225490e+002,1.204871e-004,5.964893e-001,1.966349e-002,9.956560e+002,,,,,,,,,,,
,,,,,,,1.256097e+002,1.122990e-004,5.968455e-001,1.788063e-002,9.957135e+002,,,,,,,,,,,
,,,,,,,1.287468e+002,1.042833e-004,5.971851e-001,1.619975e-002,9.957669e+002,,,,,,,,,,,
,,,,,,,1.319623e+002,9.659393e-005,5.975080e-001,1.463963e-002,9.958164e+002,,,,,,,,,,,
,,,,,,,1.352580e+002,8.929928e-005,5.978141e-001,1.320428e-002,9.958623e+002,,,,,,,,,,,
,,,,,,,1.386361e+002,8.253777e-005,5.981042e-001,1.190711e-002,9.959046e+002,,,,,,,,,,,
,,,,,,,1.420986e+002,7.644282e-005,5.983791e-001,1.075912e-002,9.959438e+002,,,,,,,,,,,
,,,,,,,1.456475e+002,7.113204e-005,5.986407e-001,9.767695e-003,9.959802e+002,,,,,,,,,,,
,,,,,,,1.492851e+002,6.673995e-005,5.988911e-001,8.941274e-003,9.960142e+002,,,,,,,,,,,
,,,,,,,1.530135e+002,6.338446e-005,5.991334e-001,8.284818e-003,9.960462e+002,,,,,,,,,,,
,,,,,,,1.568351e+002,6.116632e-005,5.993709e-001,7.800082e-003,9.960769e+002,,,,,,,,,,,
,,,,,,,1.607520e+002,6.014906e-005,5.996081e-001,7.483459e-003,9.961068e+002,,,,,,,,,,,
,,,,,,,1.647668e+002,6.040264e-005,5.998497e-001,7.331893e-003,9.961364e+002,,,,,,,,,,,
,,,,,,,1.688819e+002,6.193904e-005,6.001010e-001,7.335189e-003,9.961666e+002,,,,,,,,,,,
,,,,,,,1.730998e+002,6.475843e-005,6.003677e-001,7.482209e-003,9.961978e+002,,,,,,,,,,,
,,,,,,,1.774230e+002,6.883807e-005,6.006561e-001,7.759770e-003,9.962307e+002,,,,,,,,,,,
,,,,,,,1.818541e+002,7.405495e-005,6.009723e-001,8.144435e-003,9.962659e+002,,,,,,,,,,,
,,,,,,,1.863960e+002,8.036854e-005,6.013226e-001,8.623420e-003,9.963039e+002,,,,,,,,,,,
,,,,,,,1.910512e+002,8.761480e-005,6.017134e-001,9.171864e-003,9.963453e+002,,,,,,,,,,,
,,,,,,,1.958228e+002,9.562769e-005,6.021503e-001,9.766759e-003,9.963905e+002,,,,,,,,,,,
,,,,,,,2.007135e+002,1.042558e-004,6.026389e-001,1.038852e-002,9.964398e+002,,,,,,,,,,,
,,,,,,,2.057263e+002,1.131549e-004,6.031838e-001,1.100053e-002,9.964934e+002,,,,,,,,,,,
,,,,,,,2.108644e+002,1.221958e-004,6.037885e-001,1.158999e-002,9.965515e+002,,,,,,,,,,,
,,,,,,,2.161307e+002,1.310315e-004,6.044556e-001,1.212521e-002,9.966140e+002,,,,,,,,,,,
,,,,,,,2.215286e+002,1.393507e-004,6.051857e-001,1.258083e-002,9.966807e+002,,,,,,,,,,,
,,,,,,,2.270613e+002,1.468365e-004,6.059781e-001,1.293364e-002,9.967513e+002,,,,,,,,,,,
,,,,,,,2.327322e+002,1.533587e-004,6.068299e-001,1.317898e-002,9.968254e+002,,,,,,,,,,,
,,,,,,,2.385448e+002,1.586005e-004,6.077373e-001,1.329733e-002,9.969024e+002,,,,,,,,,,,
,,,,,,,2.445025e+002,1.624768e-004,6.086945e-001,1.329040e-002,9.969817e+002,,,,,,,,,,,
,,,,,,,2.506089e+002,1.649409e-004,6.096949e-001,1.316321e-002,9.970625e+002,,,,,,,,,,,
,,,,,,,2.568679e+002,1.659387e-004,6.107312e-001,1.292015e-002,9.971442e+002,,,,,,,,,,,
,,,,,,,2.632832e+002,1.654964e-004,6.117951e-001,1.257174e-002,9.972260e+002,,,,,,,,,,,
,,,,,,,2.698588e+002,1.636475e-004,6.128780e-001,1.212838e-002,9.973073e+002,,,,,,,,,,,
,,,,,,,2.765986e+002,1.604534e-004,6.139709e-001,1.160190e-002,9.973873e+002,,,,,,,,,,,
,,,,,,,2.835066e+002,1.560277e-004,6.150646e-001,1.100699e-002,9.974654e+002,,,,,,,,,,,
,,,,,,,2.905873e+002,1.504485e-004,6.161502e-001,1.035479e-002,9.975411e+002,,,,,,,,,,,
,,,,,,,2.978447e+002,1.438487e-004,6.172186e-001,9.659307e-003,9.976137e+002,,,,,,,,,,,
,,,,,,,3.052834e+002,1.363564e-004,6.182612e-001,8.933100e-003,9.976828e+002,,,,,,,,,,,
,,,,,,,3.129079e+002,1.280998e-004,6.192697e-001,8.187701e-003,9.977481e+002,,,,,,,,,,,
,,,,,,,3.207229e+002,1.192432e-004,6.202364e-001,7.435903e-003,9.978092e+002,,,,,,,,,,,
,,,,,,,3.287330e+002,1.099072e-004,6.211543e-001,6.686716e-003,9.978657e+002,,,,,,,,,,,
,,,,,,,3.369431e+002,1.002444e-004,6.220170e-001,5.950226e-003,9.979175e+002,,,,,,,,,,,
,,,,,,,3.453583e+002,9.039860e-005,6.228191e-001,5.235061e-003,9.979646e+002,,,,,,,,,,,
,,,,,,,3.539837e+002,8.050243e-005,6.235559e-001,4.548369e-003,9.980067e+002,,,,,,,,,,,
,,,,,,,3.628245e+002,7.070413e-005,6.242241e-001,3.897429e-003,9.980440e+002,,,,,,,,,,,
,,,,,,,3.718861e+002,6.112261e-005,6.248209e-001,3.287168e-003,9.980765e+002,,,,,,,,,,,
,,,,,,,3.811740e+002,5.188038e-005,6.253452e-001,2.722136e-003,9.981044e+002,,,,,,,,,,,
,,,,,,,3.906939e+002,4.309570e-005,6.257968e-001,2.206110e-003,9.981278e+002,,,,,,,,,,,
,,,,,,,4.004515e+002,3.487202e-005,6.261765e-001,1.741635e-003,9.981470e+002,,,,,,,,,,,
,,,,,,,4.104529e+002,2.732583e-005,6.264867e-001,1.331497e-003,9.981623e+002,,,,,,,,,,,
,,,,,,,4.207040e+002,2.055626e-005,6.267313e-001,9.772314e-004,9.981741e+002,,,,,,,,,,,
,,,,,,,4.312111e+002,1.459188e-005,6.269153e-001,6.767859e-004,9.981827e+002,,,,,,,,,,,
,,,,,,,4.419807e+002,9.537006e-006,6.270444e-001,4.315576e-004,9.981887e+002,,,,,,,,,,,
,,,,,,,4.530192e+002,5.387487e-006,6.271258e-001,2.378480e-004,9.981923e+002,,,,,,,,,,,
,,,,,,,4.643335e+002,2.388598e-006,6.271684e-001,1.028829e-004,9.981942e+002,,,,,,,,,,,
,,,,,,,4.759303e+002,6.904877e-007,6.271849e-001,2.901634e-005,9.981949e+002,,,,,,,,,,,
,,,,,,,4.878167e+002,0.000000e+000,6.271889e-001,0.000000e+000,9.981951e+002,,,,,,,,,,,
